"HBID","dti_dtitk_jhutract_tr_atr_l","dti_dtitk_jhutract_tr_atr_r","dti_dtitk_jhutract_tr_cst_l","dti_dtitk_jhutract_tr_cst_r","dti_dtitk_jhutract_tr_cgc_l","dti_dtitk_jhutract_tr_cgc_r","dti_dtitk_jhutract_tr_cgh_l","dti_dtitk_jhutract_tr_cgh_r","dti_dtitk_jhutract_tr_forceps_mjor","dti_dtitk_jhutract_tr_forceps_minor","dti_dtitk_jhutract_tr_ifo_l","dti_dtitk_jhutract_tr_ifo_r","dti_dtitk_jhutract_tr_ilf_l","dti_dtitk_jhutract_tr_ilf_r","dti_dtitk_jhutract_tr_slf_l","dti_dtitk_jhutract_tr_slf_r","dti_dtitk_jhutract_tr_uf_l","dti_dtitk_jhutract_tr_uf_r"
1525240733,2.20325,2.37899,1.99266,1.97779,2.03763,2.00209,2.18645,1.93696,2.40318,2.207,2.17852,2.17101,2.12642,2.07331,2.04947,1.95794,2.27207,2.34392
3981087564,2.04144,2.12695,1.88018,1.92598,1.91677,2.00698,2.00244,2.10159,2.08116,2.17172,2.13598,2.07566,2.09721,2.0043,2.11677,2.00344,2.03933,2.14158
2433468302,2.24504,2.28599,2.04332,2.06183,2.1172,2.10931,2.17753,2.07893,2.40813,2.26028,2.23018,2.18597,2.10086,2.09086,2.21607,2.20044,2.30919,2.42348
1167756481,2.10608,2.18505,1.96562,2.02561,2.02725,2.05335,2.29767,2.17108,2.25977,2.11753,2.12085,2.13547,2.05412,2.09411,2.07479,2.00326,2.17184,2.24313
449155227,2.06863,2.12252,1.92509,1.93563,2.08504,2.01652,2.27842,2.15396,2.2481,2.12478,2.13309,2.14092,2.07102,1.94486,2.06665,2.03352,2.26105,2.14354
258975808,2.2187,2.26652,1.98598,2.02085,2.1256,2.14973,2.1485,2.06493,2.2105,2.25422,2.17016,2.19547,2.12551,2.1179,2.14673,2.10569,2.25703,2.27586
1531070362,2.24305,2.28837,2.03388,2.10017,2.24006,2.1902,2.35093,2.15278,2.43448,2.36532,2.33521,2.32576,2.2904,2.26317,2.29719,2.245,2.42864,2.38714
1689684714,,,,,,,,,,,,,,,,,,
3443415439,2.16392,2.25404,1.99196,1.97856,2.07331,2.22308,2.33023,2.14954,2.40768,2.2284,2.23717,2.21086,2.18376,2.12957,2.1692,2.03621,2.34135,2.34425
2558610661,2.14999,2.18912,2.10275,2.06628,2.18213,2.19079,2.38179,2.32174,2.5053,2.32795,2.22185,2.18008,2.19998,2.01445,2.18942,2.16196,2.33692,2.36453
308018731,2.23431,2.37493,2.0281,1.9866,2.13714,2.12911,2.15971,1.97815,2.29962,2.34728,2.237,2.2237,2.1426,2.06871,2.11823,2.11277,2.29034,2.2851
2760730638,2.21732,2.25037,2.08164,2.09142,2.15955,2.16466,2.25089,2.10099,2.37998,2.29418,2.2474,2.23505,2.21872,2.13009,2.27238,2.17166,2.31886,2.39421
187300051,2.28019,2.3066,2.07371,2.06623,2.17704,2.12804,2.27853,2.09984,2.33782,2.35744,2.31654,2.28374,2.28083,2.21866,2.19372,2.20449,2.33687,2.40658
3404041709,2.09907,2.20842,1.92927,1.97706,2.07804,2.0702,2.23624,2.1377,2.2289,2.19095,2.22725,2.19535,2.18113,2.04753,2.11197,2.02334,2.3018,2.27217
2454797975,2.10977,2.23787,2.0624,2.11044,2.22983,2.20493,2.19578,2.16175,2.2172,2.28426,2.18408,2.20553,2.15309,2.09022,2.17578,2.18228,2.27218,2.35808
555505268,2.15548,2.22763,2.0874,2.05108,2.07045,2.15279,2.24037,2.13889,2.17468,2.19153,2.22738,2.2381,2.06842,2.06738,2.21544,2.1474,2.14189,2.19703
690831358,2.1821,2.29293,2.0365,2.09211,2.17381,2.27048,2.26799,2.22,2.62338,2.28791,2.2417,2.28871,2.2615,2.17947,2.26442,2.19772,2.25732,2.38343
221409796,2.068,2.22636,1.99879,1.9744,2.00313,2.0305,2.21021,1.95824,2.35886,2.22113,2.16402,2.12857,2.07724,1.98998,2.13108,1.99111,2.17269,2.32318
173749926,2.10599,2.20975,2.00124,1.98119,2.06169,2.1272,2.13888,1.97898,2.37959,2.2098,2.14822,2.20805,2.08514,2.15502,2.10592,2.11624,2.29244,2.35447
1987602401,2.10491,2.12965,1.88474,1.92862,2.06512,2.01127,2.02386,2.06188,2.11682,2.21742,2.11016,2.15878,1.96445,2.07442,2.07454,2.03144,2.12745,2.22442
3452063553,2.09688,2.21168,1.96614,1.98606,2.07391,2.11059,2.29375,2.06821,2.23747,2.23138,2.16089,2.13755,2.06579,2.02231,2.03536,2.04115,2.26393,2.34096
1856676256,2.16533,2.35363,1.91885,1.95355,1.98779,2.01548,2.2138,2.0181,2.6299,2.25412,2.18757,2.19181,2.11235,2.07457,2.06825,1.95461,2.24311,2.31848
1266041925,2.05245,2.1132,1.94616,1.9577,2.06628,2.05693,2.09167,1.97321,2.02401,2.14909,2.0537,2.07054,2.03033,2.009,2.05118,1.9796,2.09501,2.21674
3545777209,2.21638,2.23755,2.07973,2.05363,2.15924,2.17515,2.42782,2.21979,2.61102,2.28812,2.29519,2.23921,2.26266,2.20896,2.23377,2.21483,2.30429,2.38282
3342287510,2.20115,2.21432,2.03171,1.99874,2.20236,2.15939,2.13842,2.10843,2.64711,2.24695,2.27762,2.21977,2.16001,2.18314,2.18277,2.18768,2.35782,2.31989
1817739823,,,,,,,,,,,,,,,,,,
3412456769,2.17413,2.28315,1.99202,2.068,2.10803,2.16525,2.06232,2.12076,2.82147,2.22521,2.14659,2.17791,2.11209,2.02881,2.10827,2.04009,2.23407,2.1936
915871296,2.09396,2.18211,1.93876,1.985,2.02874,2.09569,2.12153,2.07465,2.28336,2.16413,2.13613,2.13948,2.05173,2.03049,2.12849,2.06417,2.20323,2.26258
3235502610,2.26809,2.32836,2.02403,2.01596,2.20379,2.11789,2.28942,2.05851,3.16683,2.3232,2.29966,2.28402,2.24353,2.2597,2.24605,2.1558,2.19675,2.29918
3747795755,2.23403,2.28669,2.12837,2.10149,2.21825,2.21981,2.35606,2.32211,2.3233,2.38699,2.32347,2.32732,2.33361,2.28539,2.25233,2.2264,2.35009,2.349
1536554765,2.08587,2.25602,1.96659,1.95928,2.05852,2.07471,2.25478,2.08173,2.44794,2.21702,2.12859,2.14233,2.13124,2.10651,2.09299,2.03979,2.19784,2.25975
3072771478,2.08245,2.11577,1.92114,1.90493,2.01675,2.00887,2.05059,1.89765,2.10741,2.18811,2.07948,2.07426,2.02438,1.93202,2.04951,1.97187,2.20034,2.2117
3422518962,2.13261,2.23318,1.9277,2.03403,2.06886,2.11994,2.14902,2.08128,2.22305,2.27095,2.14473,2.13199,2.05679,1.95459,2.08615,1.91805,2.25363,2.3557
592068255,2.23065,2.30601,2.06961,2.15447,2.19345,2.26552,2.4662,2.2306,2.40728,2.30541,2.29213,2.30699,2.24911,2.1992,2.25074,2.22318,2.28949,2.4551
1380662605,2.13951,2.16128,2.02767,2.04168,2.07736,2.06512,2.26761,2.27291,2.25243,2.16922,2.13229,2.11491,2.09883,2.03747,2.11055,2.06605,2.2482,2.31608
2940949050,2.16887,2.17652,2.00631,2.04828,2.04485,2.05599,2.33648,2.11831,3.08392,2.19435,2.16784,2.17681,2.08443,2.04186,2.11866,2.10824,2.138,2.29269
1694972374,2.15707,2.26083,2.07674,2.0565,2.19611,2.28002,2.29843,2.21634,2.34229,2.24026,2.30961,2.26378,2.27464,2.17689,2.24413,2.16848,2.35409,2.34997
2663853086,2.22113,2.26987,1.99179,2.09167,2.22453,2.21717,2.26721,2.10669,2.51838,2.29408,2.3257,2.31335,2.23822,2.2196,2.2247,2.15166,2.34188,2.45926
503893389,2.16053,2.23084,2.04244,2.05041,2.12723,2.16143,2.37081,2.18154,2.24959,2.21587,2.22646,2.19418,2.12836,2.06732,2.15219,2.08546,2.35895,2.35156
2928016060,2.19328,2.29006,2.00096,1.99072,2.0803,2.05049,2.11156,2.05321,2.33782,2.21574,2.2621,2.28361,2.15642,2.10516,2.1452,2.09328,2.3261,2.35267
1694426797,2.13728,2.24239,2.02268,1.98906,2.03016,2.07413,2.29245,2.06972,2.48024,2.17401,2.17332,2.18498,2.1335,2.0486,2.07525,2.06168,2.16901,2.30963
2163524190,2.15127,2.23276,2.02095,1.95486,2.01829,2.08138,2.29609,2.14335,2.16853,2.31427,2.20907,2.19434,2.17135,2.10923,2.09503,2.04969,2.2625,2.38176
420668610,,,,,,,,,,,,,,,,,,
2069917080,2.21198,2.31936,2.03477,2.00702,2.13779,2.13934,2.15761,2.21687,2.22612,2.36184,2.29166,2.2648,2.25347,2.23907,2.16512,2.1311,2.38417,2.4279
3357925979,2.23925,2.34328,2.0306,2.07158,2.30168,2.34941,2.43396,2.37382,2.70771,2.37614,2.36845,2.32586,2.34756,2.31917,2.33022,2.31679,2.35249,2.44533
2582317236,2.07226,2.16575,1.95274,1.96176,2.00954,2.04404,2.2296,2.13729,2.20155,2.19696,2.11906,2.136,2.0637,2.00853,2.08966,2.08001,2.10714,2.19585
652149536,2.19297,2.36493,2.01638,2.01417,2.09247,2.10157,2.11739,2.09659,2.41844,2.41273,2.2949,2.18227,2.18975,2.08225,2.21004,2.09811,2.32718,2.39573
239329961,2.24441,2.28685,2.09279,2.10856,2.29862,2.24806,2.39159,2.29465,2.24691,2.33141,2.31616,2.29749,2.26525,2.22278,2.23862,2.2305,2.39263,2.43946
1953600552,2.21976,2.25478,2.11555,2.07776,2.10814,2.10236,2.38105,2.22288,2.25506,2.24238,2.26572,2.23115,2.23536,2.08603,2.19975,2.12148,2.3056,2.28234
513385718,2.13743,2.2317,1.94493,2.04227,2.05902,2.04505,2.25032,2.0478,2.21614,2.1553,2.14996,2.17569,2.11109,2.04741,2.16344,2.06707,2.18925,2.29627
3903684726,2.30524,2.46401,2.07521,2.06001,2.2164,2.27356,2.26761,2.22706,2.60267,2.32261,2.337,2.24328,2.19243,2.11194,2.2414,2.19357,2.3129,2.34558
1501268706,,,,,,,,,,,,,,,,,,
3986639438,2.09142,2.15594,1.89862,1.90146,1.93653,1.94347,1.98172,1.94334,2.18688,2.24187,2.14948,2.13978,2.02281,2.03159,2.01627,1.97616,2.20244,2.30765
2624871894,1.91996,2.02733,1.8499,1.90001,1.8244,1.83375,1.91,1.94158,2.01333,2.01016,1.95844,1.97355,1.89291,1.92451,1.90548,1.83014,1.96304,2.06411
1316295394,2.18112,2.24719,2.04866,2.01001,2.15293,2.16352,2.23034,2.16982,2.20788,2.32791,2.24689,2.20725,2.21048,2.20022,2.1774,2.23435,2.31262,2.37242
2642032693,2.14268,2.19625,1.92635,1.96113,1.99233,1.94862,2.27212,2.08795,2.92446,2.15899,2.21102,2.22913,2.13017,2.05456,2.06751,2.0229,2.30396,2.39578
4262939287,,,,,,,,,,,,,,,,,,
1024207457,2.13006,2.24321,1.96601,2.02332,2.14874,2.12951,2.50218,2.18315,2.39363,2.27567,2.17355,2.23807,2.1807,2.2023,2.17838,2.17989,2.21984,2.27764
2288696276,,,,,,,,,,,,,,,,,,
2850939671,2.14495,2.16015,2.01849,1.99271,2.13888,2.14721,2.29091,2.06899,2.20155,2.1283,2.14862,2.11312,2.09308,1.988,2.08357,2.07815,2.28187,2.24565
3699850676,2.24725,2.30622,2.11051,2.13634,2.17768,2.18549,2.28946,2.30826,2.43729,2.32759,2.3263,2.30341,2.29938,2.30018,2.24409,2.25261,2.36292,2.46269
2212061863,2.07917,2.16941,1.9104,1.94746,1.95147,1.95695,2.05439,2.07035,2.31942,2.18951,2.05135,2.14007,1.98119,1.98069,1.9928,1.89865,2.08759,2.21133
1196960680,2.36645,2.45187,2.2023,2.12598,2.42692,2.36605,2.49064,2.38652,2.54265,2.48254,2.50457,2.5229,2.45111,2.44833,2.52079,2.42029,2.50949,2.52023
2994644321,2.20573,2.274,2.11083,2.05484,2.19757,2.19319,2.40871,2.30822,2.37832,2.28971,2.26189,2.29925,2.21722,2.18725,2.18731,2.13686,2.2926,2.34778
4042564201,2.21462,2.30776,2.0662,2.02826,2.15759,2.22297,2.22185,2.17742,2.31099,2.18509,2.25914,2.20841,2.19162,2.16301,2.27245,2.18727,2.32476,2.2962
2502333578,,,,,,,,,,,,,,,,,,
1578091698,,,,,,,,,,,,,,,,,,
576367783,,,,,,,,,,,,,,,,,,
3103169042,2.08723,2.10527,1.92323,1.95351,2.14535,2.07908,2.26679,2.2279,2.44002,2.2403,2.21404,2.21066,2.22749,2.15783,2.17711,2.14688,2.28634,2.34852
1244863535,2.11698,2.223,1.95319,1.98369,2.06396,2.08491,2.38055,2.25582,2.56282,2.1335,2.17863,2.17981,2.13377,2.09412,2.10258,2.00457,2.28501,2.33974
3146619534,2.20708,2.33798,2.01357,2.06865,2.0911,2.12941,2.80482,2.67185,2.38606,2.36593,2.34562,2.32724,2.34714,2.35598,2.20398,2.17332,2.23809,2.36511
2704655767,2.09902,2.16082,1.94788,1.92843,1.99759,1.94863,1.96744,1.92076,2.22227,2.1912,2.20988,2.24165,2.09164,2.05964,2.06634,2.00434,2.25683,2.36786
3529392586,2.18759,2.29779,1.99742,2.08483,2.10438,2.09141,2.05938,2.28668,2.46411,2.29152,2.20695,2.19957,2.12684,2.13306,2.17124,2.13092,2.27533,2.28757
3294268991,2.30131,2.4244,2.13019,2.18013,2.1975,2.26383,2.29655,2.20477,2.55543,2.31591,2.28771,2.29613,2.21607,2.15005,2.24588,2.2062,2.40377,2.44476
710666968,2.15192,2.39927,2.0589,2.00227,2.01743,2.13136,2.30097,2.14472,2.40365,2.21746,2.20705,2.21801,2.17142,2.06217,2.14208,2.01344,2.41846,2.4883
2929042527,,,,,,,,,,,,,,,,,,
515062225,2.24773,2.33103,2.01926,1.96944,2.00407,1.97742,2.22821,1.98164,2.39775,2.22868,2.17415,2.09687,2.11003,1.96422,2.0912,1.96105,2.23086,2.2401
1664968837,,,,,,,,,,,,,,,,,,
3020185910,2.33695,2.43759,2.0571,2.07959,2.28969,2.31733,2.36155,2.19987,2.47033,2.37161,2.25485,2.27094,2.2081,2.18034,2.18582,2.09963,2.32394,2.37668
1227431482,2.20641,2.30957,2.05268,2.10234,2.1301,2.17476,2.31958,2.18036,2.62545,2.33288,2.29773,2.34734,2.23887,2.17661,2.23228,2.10455,2.42512,2.45333
3445577550,2.16225,2.16474,2.10255,2.10882,1.99646,2.11755,2.43174,2.31279,2.93554,2.25488,2.23711,2.21118,2.27634,2.15423,2.24269,2.24854,2.31546,2.48752
4049599100,2.15195,2.32496,2.04925,2.00775,2.06001,2.13348,2.37995,2.23706,2.45456,2.24768,2.2444,2.24489,2.25167,2.20878,2.21392,2.1833,2.31603,2.36724
2928370640,2.09083,2.1955,1.99422,1.95874,1.94097,1.95396,2.12794,2.15487,2.14931,2.15544,2.14298,2.17113,2.08606,2.02666,2.02139,1.96548,2.20066,2.32199
1710997664,2.37066,2.38995,2.13216,2.08747,2.35235,2.32533,2.43939,2.32078,2.39526,2.41117,2.38454,2.3754,2.36049,2.32372,2.28961,2.27534,2.51491,2.55441
285026763,2.18977,2.25,2.02051,2.00274,2.08408,2.05393,2.33983,2.17595,2.60006,2.26679,2.21771,2.20605,2.21233,2.15845,2.16599,2.13016,2.25222,2.34163
1979582815,2.16229,2.34989,1.96132,1.94744,2.06895,2.108,2.25117,2.13048,2.19825,2.2375,2.24811,2.26969,2.21199,2.12921,2.19864,2.12889,2.26145,2.3604
3828454466,2.01647,2.24257,1.84734,1.82493,1.92226,1.94473,2.07467,1.91127,2.1434,2.12337,2.10604,2.08793,1.99801,1.90176,1.99581,1.89765,2.05688,2.23683
2304249201,2.2126,2.28723,2.00901,2.00031,2.18497,2.17889,2.39019,2.26117,2.17133,2.3439,2.27346,2.29118,2.26163,2.23719,2.18871,2.10039,2.28568,2.42326
1543695013,2.17506,2.40967,1.95038,1.99222,1.99567,2.0248,2.25553,2.17126,2.16838,2.17298,2.1563,2.1278,2.09141,2.0633,2.10418,2.02006,2.23066,2.33017
803076833,2.40316,2.98938,1.92402,2.00484,2.10371,2.1058,2.19503,2.05141,2.78618,2.33096,2.26939,2.23096,2.17633,2.10524,2.16769,2.11686,2.3096,2.2488
164540566,2.20645,2.27733,2.01935,2.02208,2.06814,2.07511,2.22359,2.03476,2.49258,2.19429,2.22688,2.17894,2.21098,2.05779,2.15069,2.11012,2.24995,2.28694
3056770204,2.12309,2.1635,2.01757,2.05469,2.03121,2.05068,2.31491,2.18837,2.63007,2.06099,2.14217,2.09584,2.09003,1.97159,2.12759,2.06861,2.20252,2.22645
4049510140,2.13889,2.22053,2.04734,2.05124,2.0493,2.11489,2.38732,2.18222,2.13862,2.2076,2.12892,2.05902,2.05495,1.96482,2.12557,2.04173,2.1779,2.35196
2803050017,2.28367,2.33758,2.13135,2.10845,2.21996,2.21389,2.36738,2.16353,2.33431,2.35473,2.30748,2.26835,2.23454,2.16553,2.30159,2.25057,2.36967,2.34166
1830966067,,,,,,,,,,,,,,,,,,
1644684987,,,,,,,,,,,,,,,,,,
905818276,2.21227,2.38367,2.06375,2.11304,2.21469,2.25484,2.37296,2.22698,2.25702,2.34119,2.27079,2.28773,2.23068,2.2092,2.25592,2.25983,2.26497,2.34433
532983128,2.06474,2.14294,1.98274,1.97423,2.0699,2.02101,2.17733,2.08463,2.28079,2.22553,2.11658,2.12,2.0518,1.99142,2.05766,2.0443,2.2486,2.36899
1710130839,2.28555,2.36324,2.09648,2.01604,2.15031,2.19133,2.41398,2.21203,2.4594,2.28992,2.28595,2.30682,2.25463,2.10339,2.19864,2.10469,2.31242,2.38322
1905633207,2.16196,2.21641,2.01023,2.02106,2.12509,2.12137,2.18992,2.10361,2.2187,2.22947,2.19967,2.19738,2.13243,2.08843,2.15279,2.15863,2.26078,2.34989
3144388702,,,,,,,,,,,,,,,,,,
3587547641,2.1911,2.25797,1.9461,1.99783,1.99069,1.9367,2.22823,2.06221,2.16037,2.23802,2.21851,2.17963,2.17299,2.10369,2.09715,1.99456,2.23789,2.38829
968314771,2.12057,2.15608,2.02951,2.05848,2.09031,2.03223,2.33321,2.2172,2.54593,2.1899,2.16354,2.21288,2.14497,2.12033,2.09573,2.05627,2.22231,2.25455
2347675048,2.13703,2.21808,2.02386,1.95882,1.98423,2.02088,2.02758,1.89136,2.13657,2.18149,2.19921,2.13418,2.0782,2.00832,2.09146,2.00828,2.33962,2.30885
3673711243,,,,,,,,,,,,,,,,,,
2998683840,2.23252,2.29633,2.02459,2.02899,2.08268,2.19105,2.37907,2.10972,2.47026,2.29137,2.31616,2.28297,2.29036,2.19336,2.20336,2.16411,2.27905,2.4371
2132654022,2.32413,2.41099,2.17788,2.17811,2.27614,2.26967,2.47986,2.27607,2.60807,2.46008,2.36761,2.3628,2.36727,2.29123,2.38114,2.28136,2.34504,2.52562
2962769113,2.23095,2.28687,2.05981,2.07216,2.17434,2.17829,2.11165,2.03232,2.29194,2.29303,2.24826,2.2346,2.1657,2.12043,2.14367,2.08384,2.33691,2.36948
1807307714,2.07613,2.23259,1.99234,1.99855,2.14463,2.11348,2.1521,2.03569,2.33768,2.26931,2.18578,2.2194,2.18404,2.14345,2.14563,2.11297,2.17048,2.22188
1497653022,2.13833,2.27381,1.90669,2.03131,2.1748,2.16826,2.07569,2.07848,2.24983,2.25624,2.18007,2.13079,2.11174,2.11736,2.19606,2.09805,2.34448,2.30718
2073290958,2.14134,2.22524,1.98349,1.97535,2.03688,1.98696,2.14531,2.03702,2.60913,2.25554,2.21648,2.19825,2.13691,2.07647,2.11418,2.03704,2.2132,2.2283
2670456726,,,,,,,,,,,,,,,,,,
3490061928,2.17218,2.22361,1.97644,1.96182,2.01442,2.07667,2.14436,2.04476,2.21979,2.21897,2.18126,2.11232,2.07126,2.00513,2.06898,2.01889,2.25433,2.29079
581932334,2.15398,2.21793,1.92789,1.89306,2.0982,2.09534,2.25271,2.06676,2.11669,2.24546,2.18263,2.17217,2.09341,2.02635,2.10008,2.01403,2.16964,2.26699
3920204415,2.20188,2.31553,2.00214,2.01714,2.134,2.16569,2.32688,2.37352,2.33642,2.30235,2.30691,2.28301,2.26696,2.23797,2.22848,2.16608,2.34368,2.36327
62747655,2.13038,2.20514,2.03302,2.03532,2.06868,2.0233,2.38939,2.17108,2.2072,2.20732,2.19081,2.13785,2.10547,2.04979,2.08585,2.05229,2.33702,2.31221
2730753469,2.14682,2.21586,2.00219,2.00518,2.17862,2.14889,2.20578,2.21653,2.35577,2.22786,2.22501,2.21776,2.21164,2.14665,2.26284,2.17336,2.28085,2.37769
2369456609,2.17025,2.3397,2.02936,2.04234,2.11518,2.10285,2.27962,2.11578,2.38464,2.28389,2.19323,2.16202,2.145,2.03878,2.15067,2.06456,2.3279,2.33382
2458354986,2.11773,2.25769,2.02252,2.01476,2.06967,2.18908,2.27584,2.14779,2.34537,2.22467,2.20606,2.23915,2.19806,2.19483,2.15743,2.12222,2.25544,2.34477
3523250822,2.13267,2.2757,2.05979,2.02585,2.16049,2.22009,2.28162,2.29905,2.60991,2.27298,2.22638,2.20715,2.18807,2.20318,2.24827,2.16178,2.24423,2.37931
3093804074,2.19271,2.2769,2.0402,2.03155,2.06942,2.11818,2.35997,2.16389,2.61486,2.25828,2.27387,2.24407,2.18013,2.10357,2.16346,2.03082,2.26879,2.28921
2041136319,2.18401,2.27085,2.16995,2.15059,2.24523,2.20574,2.33773,2.21239,2.19433,2.31188,2.28703,2.31347,2.19878,2.17657,2.23309,2.179,2.3694,2.53796
3919894588,2.20313,2.36388,2.12026,2.09601,2.21671,2.31427,2.31353,2.33747,2.30154,2.31412,2.24195,2.24897,2.23282,2.22775,2.2651,2.18141,2.40973,2.4635
55282118,2.20554,2.22835,1.89255,1.97858,1.93841,2.00838,2.81079,2.44857,2.30676,2.18349,2.29042,2.29105,2.03028,2.16814,2.16991,1.96973,2.21163,2.30968
2525340399,2.1092,2.18912,2.03638,2.05554,2.06496,2.03973,2.37483,2.25615,2.34559,2.22482,2.16266,2.17821,2.15955,2.11192,2.08603,2.09429,2.22475,2.26048
2694280667,2.18226,2.24561,2.06277,2.00427,2.15939,2.13308,2.28263,2.25311,2.64183,2.25985,2.23373,2.25535,2.20418,2.14749,2.24352,2.15866,2.37925,2.39397
455540366,2.18071,2.24867,2.09652,2.07002,2.08548,2.08875,2.24555,2.16528,2.15269,2.25684,2.25014,2.20994,2.1541,2.07671,2.19553,2.15395,2.2518,2.31328
1405680078,2.16363,2.23685,2.03976,2.03874,2.12304,2.15197,2.40004,2.2139,2.22179,2.29904,2.24643,2.23357,2.24647,2.14743,2.22023,2.22756,2.31958,2.28784
1464896237,2.17511,2.35356,1.98968,1.97373,2.06548,2.12322,2.18959,2.08906,3.05059,2.28617,2.25916,2.24136,2.16156,2.0726,2.152,2.01834,2.19341,2.32554
929524517,2.17235,2.25964,2.01334,1.97711,2.05407,2.09422,2.24088,2.13233,2.45681,2.18256,2.17319,2.20606,2.11415,2.1008,2.10044,2.04029,2.24506,2.30313
231365099,2.29258,2.40869,2.06557,2.12369,2.22376,2.27311,2.37482,2.33129,2.49563,2.38373,2.38646,2.35057,2.37764,2.27673,2.33081,2.20988,2.52206,2.46373
456956365,,,,,,,,,,,,,,,,,,
3612482518,2.07035,2.15693,1.99998,1.94628,2.05861,2.03255,2.31245,2.2124,2.21779,2.269,2.16332,2.18516,2.09326,2.03419,2.12483,1.98501,2.17032,2.33314
1308359991,,,,,,,,,,,,,,,,,,
1971605049,2.14659,2.26246,2.17937,2.14766,2.33554,2.44091,2.35538,2.54833,2.51428,2.23122,2.31316,2.3093,2.49952,2.41815,2.31921,2.26279,2.7352,2.79534
898106298,2.22873,2.32934,2.06147,1.98479,2.11637,2.18741,2.23088,2.02575,2.32811,2.33789,2.25698,2.26089,2.21844,2.1052,2.19577,2.15,2.29338,2.4178
2283933747,,,,,,,,,,,,,,,,,,
935309785,2.22602,2.33859,2.0479,1.97221,2.08436,2.10993,2.28648,2.24115,2.21638,2.24513,2.21172,2.19858,2.16199,2.08684,2.11809,2.01654,2.24399,2.38597
492024648,2.25136,2.40179,2.23207,2.23365,2.20106,2.22939,2.41883,2.33624,2.67746,2.33578,2.32902,2.32494,2.31537,2.26925,2.28549,2.25017,2.36592,2.44661
3837950255,2.12544,2.23791,2.0436,2.02178,2.07953,2.05302,2.15134,2.11866,2.22636,2.16154,2.11368,2.14672,2.00609,1.93636,2.0691,2.02397,2.19285,2.27757
4189511509,2.11936,2.20289,1.88603,1.95749,2.07803,2.08578,2.32561,2.28923,2.18413,2.20362,2.3059,2.23135,2.22736,2.18158,2.12937,2.08994,2.1726,2.34094
2419372656,2.09515,2.25297,1.96914,1.97009,2.06941,2.16665,2.23688,2.07955,2.20478,2.23463,2.18136,2.15765,2.20685,2.12636,2.14941,2.07129,2.30367,2.28406
1791318671,2.05343,2.13785,1.90679,1.91588,1.90617,1.97585,2.1308,2.1,2.18747,2.10248,2.07086,2.0479,2.02917,1.89567,2.05815,1.97314,2.17948,2.21834
3531300610,2.1875,2.28765,2.06098,2.08066,2.15015,2.18975,2.37105,2.17659,2.30394,2.33398,2.23216,2.24616,2.15458,2.11231,2.15424,2.13391,2.24884,2.43918
205448774,,,,,,,,,,,,,,,,,,
3131439785,2.20215,2.31633,2.08526,2.06439,2.28859,2.31016,2.34343,2.31522,2.36381,2.31398,2.21877,2.3226,2.26285,2.22073,2.25894,2.24617,2.28212,2.40261
1354638719,2.17106,2.35986,2.14766,2.05585,2.31498,2.32231,2.38613,2.13966,2.74987,2.24215,2.2358,2.25549,2.15652,2.10305,2.35488,2.38558,2.36569,2.48856
2713173169,2.13366,2.32657,1.99277,2.09131,2.09269,2.22163,2.42801,2.34021,2.38581,2.39683,2.2499,2.21748,2.18858,2.15346,2.13646,2.14363,2.44695,2.47061
2588041537,,,,,,,,,,,,,,,,,,
2757896532,2.29603,2.43002,2.19854,2.22695,2.31152,2.32033,2.49939,2.39883,2.4021,2.47021,2.42457,2.35775,2.41314,2.26368,2.39781,2.31897,2.55947,2.45146
3736794061,2.12233,2.11899,1.96812,1.94125,2.18336,2.21327,2.21348,2.23063,2.25074,2.21603,2.12314,2.09395,2.11336,2.11896,2.0838,2.12056,2.33442,2.34011
1204770446,2.31084,2.42917,2.19805,2.1932,2.33568,2.393,2.46954,2.35609,2.56475,2.45491,2.37515,2.39675,2.37714,2.32304,2.33892,2.34453,2.41331,2.54318
2239364008,2.26449,2.30867,2.21958,2.14706,2.31776,2.23254,2.43677,2.27046,2.45954,2.3337,2.29111,2.29716,2.29437,2.28378,2.31163,2.31687,2.44842,2.41143
2810511283,2.17144,2.2506,2.07006,2.05499,2.14862,2.19681,2.37793,2.39702,2.18881,2.27421,2.24004,2.2131,2.20527,2.12388,2.15377,2.09837,2.36492,2.38234
113704912,2.17133,2.21129,2.035,1.96343,2.15664,2.12938,2.2169,2.07945,2.17554,2.22354,2.2696,2.21443,2.14463,2.0651,2.1421,2.04711,2.25144,2.35469
3496133967,,,,,,,,,,,,,,,,,,
2439986620,2.13377,2.30938,1.97492,1.94274,1.96128,1.9572,1.99286,2.03161,2.16819,2.22464,2.16599,2.13463,2.0622,2.0739,2.07131,2.00623,2.17411,2.18668
786366322,,,,,,,,,,,,,,,,,,
2962585054,2.11344,2.12582,1.97879,1.97082,2.00055,2.07976,2.29506,2.13089,2.58316,2.20725,2.19211,2.18969,2.11864,2.10106,2.07323,2.06438,2.23746,2.33339
2508551984,2.27888,2.39,2.05588,2.01607,2.14469,2.1301,2.26288,2.14409,2.54497,2.21834,2.257,2.32495,2.17244,2.11455,2.16216,2.08374,2.26863,2.34554
1583252421,2.13004,2.18687,2.08216,2.08214,2.15409,2.10519,2.41462,2.35579,2.10102,2.20287,2.15163,2.1329,2.14542,2.12024,2.14073,2.08605,2.42087,2.40106
