"HBID","dti_jlf_rd_L_Limbic_Lobe_WM","dti_jlf_rd_L_Insular_Lobe_WM","dti_jlf_rd_L_Frontal_Lobe_WM","dti_jlf_rd_L_Parietal_Lobe_WM","dti_jlf_rd_L_Occipital_Lobe_WM","dti_jlf_rd_L_Temporal_Lobe_WM","dti_jlf_rd_R_Limbic_Lobe_WM","dti_jlf_rd_R_Insular_Lobe_WM","dti_jlf_rd_R_Frontal_Lobe_WM","dti_jlf_rd_R_Parietal_Lobe_WM","dti_jlf_rd_R_Occipital_Lobe_WM","dti_jlf_rd_R_Temporal_Lobe_WM"
592597482,0.63166,0.58313,0.65153,0.62583,0.6309,0.60916,0.62015,0.57321,0.64163,0.6436,0.58493,0.53955
3935429936,0.59994,0.5635,0.64494,0.62913,0.64376,0.62074,0.63257,0.57174,0.64524,0.64477,0.66144,0.63034
910159626,,,,,,,,,,,,
1917925143,0.61051,0.58771,0.67785,0.66048,0.69284,0.6466,0.62306,0.60109,0.67002,0.66755,0.70019,0.65411
1140602045,0.62359,0.5842,0.66818,0.65328,0.70385,0.6432,0.62707,0.57408,0.6577,0.6458,0.69157,0.65044
835386734,0.59545,0.54542,0.64344,0.60412,0.67147,0.60288,0.60331,0.5588,0.64414,0.62808,0.67182,0.62504
3509369171,0.63106,0.5526,0.66205,0.65021,0.67706,0.61027,0.62415,0.56751,0.66563,0.65603,0.68338,0.63697
164360921,0.62288,0.57927,0.66311,0.64873,0.69383,0.63667,0.65071,0.59271,0.66038,0.65087,0.69129,0.65733
3271603173,0.59633,0.57398,0.64409,0.65187,0.67931,0.61685,0.60722,0.57467,0.63543,0.66216,0.64663,0.64225
1265635756,0.64371,0.5821,0.70048,0.66895,0.71941,0.66513,0.64395,0.58253,0.68442,0.68146,0.7161,0.66654
1995763230,0.63207,0.58615,0.63964,0.68721,0.70989,0.66441,0.64892,0.59871,0.64665,0.68384,0.68003,0.62767
2868582246,,,,,,,,,,,,
656641410,0.63138,0.59232,0.65158,0.66174,0.7023,0.65311,0.63377,0.58364,0.6396,0.66329,0.66673,0.65276
942761329,0.58104,0.52945,0.63367,0.64517,0.60069,0.58921,0.58065,0.51791,0.63694,0.64703,0.61269,0.58154
4070017125,0.66144,0.57373,0.66076,0.67127,0.70752,0.63708,0.67961,0.57946,0.65474,0.72157,0.72671,0.64036
3551407237,0.60502,0.59022,0.66508,0.64777,0.67073,0.63756,0.61037,0.56993,0.65912,0.64113,0.63728,0.64445
1396920873,0.60453,0.59312,0.66872,0.65397,0.67546,0.65262,0.61674,0.59986,0.66556,0.66456,0.66031,0.66744
1581304686,0.59645,0.59267,0.64287,0.635,0.67396,0.61776,0.60401,0.59271,0.64634,0.64204,0.68179,0.62872
2277239059,0.63956,0.60872,0.69143,0.67295,0.69945,0.67436,0.63115,0.59549,0.6799,0.6736,0.70488,0.6622
4128320823,,,,,,,,,,,,
1451123604,0.56913,0.55073,0.59355,0.62116,0.64376,0.58385,0.55688,0.53963,0.593,0.63795,0.63522,0.59636
2774962110,0.65078,0.58613,0.69526,0.67818,0.71896,0.64808,0.6703,0.58612,0.68785,0.67769,0.72264,0.65116
479907463,0.61896,0.58481,0.68698,0.68339,0.70644,0.66012,0.63755,0.59125,0.67719,0.69773,0.68984,0.66528
1547585989,0.59642,0.57345,0.67126,0.64403,0.70574,0.63296,0.60503,0.56655,0.6521,0.64477,0.68393,0.65204
2030937548,0.6243,0.59974,0.67665,0.68331,0.69103,0.66119,0.63492,0.58989,0.67092,0.68433,0.69212,0.65923
2113576831,,,,,,,,,,,,
2022877935,,,,,,,,,,,,
3387355046,0.63073,0.58473,0.67669,0.6837,0.6951,0.65503,0.62965,0.58377,0.66814,0.68403,0.69789,0.65849
2870748482,0.61765,0.57595,0.6607,0.69162,0.7092,0.67902,0.61723,0.57529,0.66314,0.68225,0.68596,0.66874
3992938960,0.6453,0.59468,0.65334,0.64413,0.67805,0.63162,0.62069,0.59026,0.6513,0.64019,0.65148,0.6332
2364330229,0.63315,0.56426,0.64722,0.64614,0.69731,0.63013,0.63797,0.57716,0.64618,0.65625,0.70421,0.64638
3697257344,,,,,,,,,,,,
2360115653,,,,,,,,,,,,
299952429,0.57688,0.537,0.64397,0.62188,0.67095,0.59525,0.58518,0.54236,0.64222,0.64072,0.68093,0.60995
1884982821,0.59036,0.55287,0.63924,0.67686,0.72982,0.60912,0.58362,0.54235,0.63855,0.69335,0.68485,0.62217
891374948,,,,,,,,,,,,
2315843738,0.60909,0.57307,0.63864,0.61184,0.67668,0.60569,0.6478,0.59434,0.65292,0.64184,0.66888,0.6209
2124549946,0.57886,0.55907,0.642,0.63598,0.66086,0.62738,0.58267,0.5667,0.64757,0.64557,0.64736,0.63555
181641283,0.6266,0.5638,0.62093,0.65314,0.67482,0.61576,0.61948,0.54119,0.61232,0.66834,0.66537,0.62383
4083452926,0.62793,0.5626,0.65286,0.65675,0.70945,0.63212,0.62107,0.56642,0.65954,0.67823,0.71527,0.63095
53745339,0.5927,0.57227,0.66093,0.65467,0.67264,0.64934,0.60303,0.57579,0.66226,0.65505,0.67617,0.6612
486560370,0.59542,0.55718,0.65906,0.62614,0.68508,0.62254,0.58759,0.55592,0.65388,0.63285,0.65833,0.62153
2620306786,0.57728,0.54402,0.62386,0.62767,0.7099,0.60025,0.57732,0.54328,0.618,0.62454,0.66393,0.62228
305815510,0.5674,0.53061,0.60863,0.59409,0.657,0.59032,0.56146,0.53588,0.62629,0.61832,0.63513,0.6041
595919914,0.76383,0.63585,0.76809,0.79524,0.77358,0.70823,0.6977,0.60925,0.75952,0.78019,0.76154,0.78317
3840439760,0.58844,0.56595,0.64587,0.63484,0.66142,0.60559,0.58451,0.55241,0.64757,0.62966,0.67178,0.62176
2488621030,0.62939,0.62609,0.70131,0.68817,0.67139,0.67758,0.63274,0.61674,0.68811,0.68729,0.60224,0.6757
1999844712,0.59517,0.57001,0.6637,0.65494,0.66076,0.62241,0.60181,0.57805,0.66254,0.64623,0.66635,0.63241
3753694656,,,,,,,,,,,,
3560718591,0.54667,0.5283,0.61561,0.60123,0.6194,0.57688,0.5336,0.51826,0.60345,0.62888,0.57297,0.59147
2250200683,0.64185,0.59514,0.66465,0.66774,0.68997,0.65047,0.64329,0.60058,0.66226,0.67347,0.67743,0.66612
549648258,0.58222,0.59462,0.64746,0.63791,0.65994,0.63317,0.56729,0.55971,0.64111,0.65755,0.64849,0.63286
3438282101,0.64184,0.56993,0.65093,0.68057,0.694,0.65359,0.62652,0.55172,0.65848,0.66623,0.69914,0.65354
1260141915,0.61228,0.59396,0.64941,0.66659,0.66394,0.63171,0.60334,0.57182,0.64206,0.6649,0.64251,0.63544
2519290461,0.56777,0.52519,0.61487,0.61813,0.67681,0.6014,0.57611,0.54241,0.61465,0.63534,0.65394,0.62033
1525240733,0.60534,0.55095,0.62515,0.60201,0.65933,0.60093,0.59971,0.55404,0.62448,0.60465,0.60848,0.61272
3981087564,0.54229,0.55519,0.63419,0.61011,0.67333,0.60725,0.54254,0.54949,0.62929,0.63364,0.64291,0.6096
2433468302,0.61875,0.57821,0.62925,0.66099,0.68074,0.62144,0.61834,0.57542,0.64258,0.66894,0.66876,0.62207
1167756481,0.56111,0.52692,0.63097,0.62366,0.6848,0.61343,0.57075,0.53326,0.62769,0.64022,0.68564,0.59136
449155227,0.56475,0.53984,0.63049,0.60552,0.67108,0.59543,0.57087,0.54102,0.63078,0.6157,0.64818,0.61442
258975808,0.5896,0.55048,0.6416,0.629,0.67025,0.61238,0.59547,0.56402,0.64099,0.64399,0.67327,0.61797
1531070362,0.61076,0.59518,0.68727,0.69209,0.69435,0.6637,0.63238,0.58702,0.69228,0.69092,0.69595,0.67285
1689684714,,,,,,,,,,,,
3443415439,0.62435,0.56551,0.65204,0.65099,0.69117,0.62552,0.61774,0.56315,0.65175,0.66239,0.68985,0.63036
2558610661,0.64741,0.58156,0.67961,0.68228,0.73199,0.64171,0.64293,0.56004,0.67612,0.7021,0.71183,0.65513
308018731,0.60613,0.56274,0.64208,0.64,0.67577,0.60775,0.61717,0.55985,0.63963,0.65961,0.65406,0.62825
2760730638,0.61802,0.57302,0.65486,0.67046,0.68361,0.63353,0.6208,0.56615,0.64719,0.67948,0.67245,0.65389
187300051,0.61938,0.598,0.67216,0.66833,0.69746,0.65965,0.62736,0.58054,0.66832,0.6702,0.71254,0.67537
3404041709,0.56019,0.55576,0.61513,0.61204,0.63994,0.60504,0.56997,0.55763,0.60733,0.61563,0.62127,0.61119
2454797975,0.62703,0.57574,0.64882,0.67505,0.70659,0.62753,0.62091,0.55309,0.65808,0.66798,0.69237,0.63609
555505268,0.57697,0.57281,0.64805,0.65225,0.65707,0.61909,0.57008,0.56395,0.65463,0.6669,0.65471,0.63439
690831358,0.63935,0.56752,0.67691,0.66253,0.73422,0.65183,0.61651,0.56283,0.66386,0.67894,0.70335,0.65701
221409796,0.60458,0.54098,0.6241,0.65468,0.70836,0.60387,0.58682,0.53339,0.63627,0.67759,0.70362,0.63007
173749926,0.5744,0.57423,0.64046,0.66049,0.67563,0.62917,0.56061,0.5513,0.65448,0.65046,0.67642,0.61649
1987602401,0.54963,0.53997,0.61283,0.59145,0.64442,0.58787,0.54422,0.53626,0.61703,0.59305,0.62669,0.57168
3452063553,0.56668,0.55028,0.62152,0.6127,0.65305,0.59972,0.5631,0.53965,0.61891,0.62271,0.65408,0.59552
1856676256,0.5897,0.54599,0.63243,0.62654,0.66593,0.59943,0.60763,0.56621,0.63849,0.64771,0.66827,0.62597
1266041925,0.53809,0.51463,0.59034,0.61102,0.63929,0.58534,0.54558,0.5097,0.60116,0.60793,0.63655,0.57719
3545777209,0.60091,0.57191,0.65611,0.6801,0.71148,0.65337,0.608,0.58381,0.65337,0.67201,0.69139,0.65573
3342287510,0.58741,0.55832,0.66145,0.64448,0.70279,0.62464,0.59649,0.5711,0.67037,0.65512,0.6905,0.64136
1817739823,,,,,,,,,,,,
3412456769,0.61964,0.54449,0.64647,0.6595,0.71239,0.60625,0.61369,0.53741,0.64837,0.66309,0.68391,0.61213
915871296,0.59147,0.54331,0.64285,0.63946,0.70204,0.62844,0.59618,0.54024,0.64154,0.63946,0.6916,0.60879
3235502610,0.63235,0.56387,0.66866,0.70337,0.78954,0.65032,0.65616,0.58616,0.67055,0.71343,0.78747,0.65109
3747795755,0.63659,0.59799,0.67492,0.68251,0.70044,0.65688,0.62328,0.58776,0.67153,0.67622,0.68764,0.66317
1536554765,0.59074,0.52803,0.63656,0.61657,0.66884,0.59788,0.6026,0.52971,0.63719,0.63418,0.66333,0.60709
3072771478,0.54881,0.52696,0.60489,0.58615,0.63638,0.56297,0.55304,0.522,0.60837,0.60129,0.6286,0.582
3422518962,0.57683,0.54659,0.66473,0.62026,0.65635,0.5901,0.5703,0.5421,0.66583,0.64312,0.64844,0.60445
592068255,0.64325,0.6023,0.65053,0.68238,0.7036,0.63735,0.63483,0.58534,0.65137,0.67556,0.70001,0.64191
1380662605,0.54902,0.5433,0.62569,0.61666,0.66432,0.59956,0.55839,0.54174,0.61633,0.62826,0.67419,0.6145
2940949050,0.61543,0.56097,0.63017,0.65045,0.72625,0.59617,0.63303,0.55986,0.63051,0.65278,0.72413,0.61275
1694972374,0.60188,0.56491,0.62638,0.6456,0.68179,0.62587,0.58072,0.57404,0.62503,0.65941,0.66853,0.65004
2663853086,0.60734,0.59623,0.65769,0.65077,0.69041,0.64197,0.62482,0.59622,0.65297,0.6607,0.67949,0.64084
503893389,0.57516,0.56749,0.65239,0.63732,0.6969,0.59782,0.5795,0.58031,0.65899,0.6476,0.69707,0.62274
2928016060,0.56704,0.56654,0.59179,0.62051,0.65138,0.60731,0.56692,0.555,0.57234,0.63227,0.64731,0.59429
1694426797,0.56896,0.54574,0.61026,0.63793,0.67896,0.60248,0.56879,0.54111,0.60902,0.64304,0.66696,0.61676
2163524190,0.5505,0.55054,0.63348,0.60749,0.63459,0.5989,0.55623,0.56069,0.63861,0.6263,0.63283,0.62213
420668610,,,,,,,,,,,,
2069917080,0.59334,0.5744,0.64585,0.62714,0.66062,0.63899,0.58913,0.56607,0.64851,0.63725,0.66226,0.6359
3357925979,0.68482,0.58067,0.66932,0.70149,0.74075,0.66451,0.66795,0.5843,0.66321,0.72733,0.74979,0.68688
2582317236,0.58174,0.52761,0.62189,0.62207,0.65228,0.59476,0.59191,0.51825,0.60208,0.63557,0.63217,0.60223
652149536,0.68532,0.56225,0.67234,0.69031,0.69894,0.62534,0.66865,0.596,0.68371,0.69893,0.68932,0.64802
239329961,0.60921,0.62066,0.67462,0.68307,0.70318,0.64504,0.60817,0.60484,0.67724,0.6708,0.68369,0.65058
1953600552,0.55355,0.56681,0.63486,0.62462,0.64549,0.60833,0.56896,0.56604,0.63075,0.64082,0.64657,0.63272
513385718,0.58456,0.56902,0.64054,0.63748,0.67508,0.6112,0.58476,0.55407,0.63146,0.64833,0.67598,0.60842
3903684726,0.65307,0.60088,0.6645,0.65558,0.68573,0.63369,0.6627,0.62737,0.67725,0.6702,0.68073,0.64052
1501268706,,,,,,,,,,,,
3986639438,0.55664,0.54555,0.62301,0.60155,0.64917,0.60105,0.56119,0.53427,0.62947,0.62228,0.65513,0.60437
2624871894,0.50082,0.47728,0.5621,0.55349,0.60239,0.5395,0.50111,0.46542,0.5463,0.5621,0.58078,0.53446
1316295394,0.58989,0.56942,0.66343,0.68487,0.67075,0.64418,0.58984,0.57727,0.66567,0.67307,0.67181,0.64204
2642032693,0.60969,0.53407,0.60767,0.6413,0.67859,0.59439,0.61658,0.53616,0.61186,0.67072,0.67819,0.62333
4262939287,,,,,,,,,,,,
1024207457,0.61057,0.56703,0.68395,0.69829,0.76215,0.64166,0.61043,0.55705,0.6804,0.70964,0.73591,0.6613
2288696276,,,,,,,,,,,,
2850939671,0.57847,0.54712,0.61734,0.62956,0.66584,0.58257,0.58291,0.55106,0.61368,0.62616,0.64617,0.61626
3699850676,0.63403,0.59323,0.66158,0.67112,0.6821,0.65329,0.62571,0.57233,0.64908,0.67752,0.67312,0.64947
2212061863,0.54535,0.53107,0.62892,0.59166,0.64645,0.58865,0.53928,0.51215,0.6219,0.61206,0.65704,0.58434
1196960680,0.65423,0.62179,0.72303,0.70404,0.7308,0.70722,0.6678,0.6261,0.72575,0.71339,0.70417,0.70389
2994644321,0.59437,0.57177,0.65036,0.64758,0.68445,0.64994,0.61064,0.57321,0.64948,0.65939,0.68557,0.64864
4042564201,0.58148,0.5776,0.64141,0.66312,0.67836,0.63497,0.58247,0.57514,0.63662,0.67316,0.66957,0.63975
2502333578,,,,,,,,,,,,
1578091698,,,,,,,,,,,,
576367783,,,,,,,,,,,,
3103169042,0.5753,0.53942,0.6527,0.67843,0.68619,0.62994,0.59434,0.53527,0.65422,0.68076,0.70761,0.65425
1244863535,0.5926,0.55321,0.63418,0.63425,0.68712,0.63253,0.58828,0.55105,0.6348,0.64197,0.68091,0.62934
3146619534,0.63144,0.59714,0.67336,0.686,0.72644,0.66571,0.62152,0.59358,0.67569,0.70038,0.71025,0.66466
2704655767,0.5498,0.55117,0.5983,0.60149,0.64195,0.57292,0.56128,0.54876,0.58933,0.6244,0.61253,0.59632
3529392586,0.60032,0.56661,0.65311,0.64276,0.67426,0.61674,0.57584,0.5626,0.64345,0.63556,0.65082,0.61451
3294268991,0.62145,0.59832,0.70605,0.69941,0.73213,0.64308,0.62883,0.59526,0.69377,0.70315,0.70574,0.64878
710666968,0.5951,0.57615,0.66581,0.64308,0.7284,0.62196,0.58267,0.56901,0.66205,0.65877,0.71207,0.64575
2929042527,,,,,,,,,,,,
515062225,0.64494,0.54152,0.60675,0.64672,0.68673,0.58942,0.6617,0.57857,0.61579,0.6678,0.65998,0.6221
1664968837,,,,,,,,,,,,
3020185910,0.62928,0.57112,0.67614,0.65786,0.69529,0.61949,0.64511,0.58376,0.67171,0.65326,0.67555,0.63783
1227431482,0.6085,0.58863,0.66447,0.66593,0.71116,0.64484,0.61357,0.57711,0.65917,0.67585,0.69712,0.66125
3445577550,0.6246,0.56712,0.66344,0.65724,0.69136,0.64715,0.62378,0.55951,0.66473,0.68452,0.71963,0.66659
4049599100,0.60706,0.56267,0.64842,0.64982,0.69588,0.62904,0.60519,0.57829,0.6445,0.66949,0.65052,0.64329
2928370640,0.57821,0.55354,0.63202,0.63458,0.68294,0.60654,0.58177,0.53786,0.62509,0.64568,0.6651,0.60234
1710997664,0.63387,0.61776,0.69455,0.68563,0.72562,0.67191,0.64429,0.62493,0.69954,0.69141,0.7071,0.66241
285026763,0.57491,0.54804,0.63862,0.64577,0.66277,0.6146,0.58687,0.56131,0.63254,0.66556,0.69847,0.63054
1979582815,0.59726,0.57849,0.63636,0.62634,0.67635,0.61124,0.58899,0.56723,0.60911,0.64006,0.69042,0.61992
3828454466,0.54556,0.54209,0.60221,0.60864,0.62878,0.57013,0.54208,0.53586,0.60296,0.61022,0.63039,0.59283
2304249201,0.60752,0.58181,0.6828,0.66048,0.70251,0.65305,0.60535,0.57641,0.68146,0.67592,0.69161,0.65924
1543695013,0.63526,0.5773,0.63999,0.65115,0.68728,0.61772,0.61283,0.57472,0.6408,0.65964,0.63893,0.62178
803076833,0.68167,0.64163,0.68671,0.68475,0.66271,0.64464,0.67154,0.60839,0.67196,0.69117,0.66575,0.65367
164540566,0.61146,0.56566,0.63788,0.64611,0.67351,0.61249,0.62656,0.56605,0.63553,0.66915,0.71518,0.64114
3056770204,0.57303,0.54559,0.62458,0.66081,0.71308,0.61199,0.56717,0.53952,0.62674,0.6626,0.67683,0.62308
4049510140,0.58695,0.5459,0.64177,0.60892,0.63014,0.59878,0.58873,0.55566,0.64496,0.61285,0.61797,0.60812
2803050017,0.631,0.58993,0.6859,0.6991,0.70016,0.64908,0.62123,0.59146,0.68004,0.697,0.68761,0.65239
1830966067,,,,,,,,,,,,
1644684987,,,,,,,,,,,,
905818276,0.62308,0.6061,0.66862,0.68177,0.69318,0.66224,0.61724,0.59603,0.66364,0.66702,0.67732,0.65955
532983128,0.55742,0.52413,0.59909,0.62022,0.63189,0.57882,0.55986,0.52349,0.5914,0.61502,0.59029,0.57612
1710130839,0.6123,0.59698,0.64934,0.6564,0.67471,0.62653,0.63547,0.59705,0.65033,0.66428,0.67309,0.65794
1905633207,0.57955,0.55955,0.64752,0.635,0.64297,0.62473,0.58431,0.55302,0.63338,0.63763,0.64116,0.62224
3144388702,,,,,,,,,,,,
3587547641,0.55559,0.55916,0.61308,0.6122,0.60705,0.60742,0.56299,0.54473,0.60036,0.63233,0.61409,0.61762
968314771,0.57232,0.53751,0.60878,0.60967,0.70996,0.60746,0.56215,0.53245,0.6079,0.61282,0.65786,0.6219
2347675048,0.57211,0.54276,0.61452,0.62377,0.63513,0.58844,0.56793,0.5483,0.61424,0.62886,0.62347,0.59068
3673711243,,,,,,,,,,,,
2998683840,0.57717,0.5706,0.64783,0.6249,0.67864,0.62054,0.6094,0.57717,0.64539,0.64606,0.68245,0.65345
2132654022,0.64303,0.63461,0.71188,0.70259,0.72259,0.68641,0.66144,0.61972,0.70932,0.71926,0.73202,0.68825
2962769113,0.60195,0.57879,0.65459,0.63828,0.68398,0.61793,0.60068,0.57159,0.65491,0.64411,0.68896,0.63414
1807307714,0.57856,0.55401,0.66267,0.66368,0.70164,0.64639,0.5763,0.54264,0.64651,0.67436,0.69725,0.62591
1497653022,0.59444,0.56201,0.66681,0.62603,0.65958,0.59181,0.59209,0.55692,0.63256,0.61622,0.60251,0.58251
2073290958,0.61154,0.54876,0.6049,0.63932,0.62391,0.58591,0.60644,0.54815,0.59528,0.64,0.63764,0.58696
2670456726,,,,,,,,,,,,
3490061928,0.58769,0.55827,0.61965,0.61635,0.6266,0.58588,0.61585,0.56074,0.61066,0.64759,0.64449,0.59772
581932334,0.56742,0.55531,0.64373,0.62632,0.65895,0.60687,0.57473,0.56451,0.64158,0.63318,0.66094,0.62544
3920204415,0.62805,0.58291,0.65273,0.69015,0.69647,0.64729,0.62471,0.58994,0.65467,0.69434,0.68056,0.66323
62747655,0.57727,0.54834,0.63021,0.63164,0.65844,0.5962,0.58455,0.55933,0.63643,0.63657,0.64371,0.61531
2730753469,0.58711,0.57089,0.64466,0.6566,0.67577,0.63976,0.58527,0.55664,0.64119,0.6559,0.67151,0.62798
2369456609,0.63311,0.54787,0.65581,0.63368,0.70595,0.59631,0.61782,0.56485,0.65475,0.65046,0.69226,0.62887
2458354986,0.57363,0.56555,0.64181,0.63557,0.68313,0.62425,0.57374,0.559,0.639,0.6374,0.67587,0.6162
3523250822,0.59193,0.56328,0.6618,0.66447,0.70038,0.63907,0.58327,0.56156,0.66304,0.65992,0.69295,0.63142
3093804074,0.60872,0.56654,0.63977,0.65173,0.69344,0.63156,0.60462,0.56989,0.64138,0.68928,0.70959,0.64788
2041136319,0.62308,0.60906,0.70491,0.68755,0.68846,0.6534,0.62355,0.58157,0.70398,0.69256,0.69957,0.65059
3919894588,0.62708,0.58655,0.67026,0.6538,0.70532,0.64376,0.61368,0.58013,0.66716,0.67202,0.69133,0.64428
55282118,0.60265,0.5873,0.64047,0.61852,0.6905,0.63599,0.62294,0.58427,0.65626,0.64188,0.7042,0.62454
2525340399,0.58765,0.55575,0.62817,0.64767,0.68837,0.61983,0.58356,0.54119,0.61661,0.63593,0.67041,0.61098
2694280667,0.60859,0.56396,0.64985,0.66687,0.709,0.63709,0.6173,0.56601,0.64524,0.67461,0.68661,0.63961
455540366,0.59093,0.57111,0.6445,0.66572,0.6578,0.61743,0.58624,0.57628,0.63623,0.68553,0.65754,0.62229
1405680078,0.59434,0.55896,0.65583,0.65215,0.67286,0.62328,0.60413,0.56892,0.66518,0.65547,0.65958,0.64673
1464896237,0.63063,0.57699,0.63305,0.64092,0.71344,0.60318,0.60416,0.58136,0.62855,0.65165,0.69348,0.61925
929524517,0.55569,0.55752,0.64491,0.62323,0.68961,0.62095,0.55814,0.55835,0.63684,0.62511,0.65767,0.63162
231365099,0.64315,0.59784,0.67451,0.66794,0.70177,0.65351,0.65017,0.59781,0.67289,0.68578,0.70213,0.67192
456956365,,,,,,,,,,,,
3612482518,0.57305,0.5445,0.62949,0.60816,0.64774,0.59738,0.58496,0.54604,0.63815,0.63386,0.65594,0.60977
1308359991,,,,,,,,,,,,
1971605049,0.66143,0.57885,0.69845,0.68846,0.734,0.7006,0.65373,0.56378,0.70287,0.70094,0.72956,0.69498
898106298,0.60362,0.58697,0.65248,0.63269,0.67601,0.62224,0.63135,0.59232,0.65513,0.66298,0.6863,0.62499
2283933747,,,,,,,,,,,,
935309785,0.56585,0.5615,0.64038,0.62242,0.65874,0.59811,0.5697,0.56791,0.64207,0.64252,0.66677,0.61926
492024648,0.64425,0.60975,0.6894,0.69195,0.72674,0.66154,0.62644,0.59992,0.67849,0.68356,0.6963,0.64327
3837950255,0.5842,0.5647,0.64205,0.6623,0.6956,0.60605,0.59555,0.53823,0.63564,0.65966,0.67078,0.60672
4189511509,0.60067,0.55871,0.64267,0.67354,0.72035,0.6489,0.5999,0.55761,0.64612,0.66679,0.70602,0.6525
2419372656,0.59012,0.54398,0.64503,0.64308,0.66577,0.61683,0.57193,0.55336,0.64248,0.65145,0.66001,0.63262
1791318671,0.56734,0.50437,0.58269,0.60275,0.61195,0.56533,0.55981,0.51621,0.571,0.62242,0.56752,0.56741
3531300610,0.6153,0.57858,0.66066,0.66774,0.67207,0.63889,0.60274,0.57451,0.65193,0.67697,0.66539,0.62775
205448774,,,,,,,,,,,,
3131439785,0.61929,0.57237,0.68966,0.67026,0.7164,0.66182,0.62844,0.56471,0.67748,0.68013,0.70695,0.66183
1354638719,0.66804,0.57591,0.71488,0.72887,0.76474,0.66349,0.63358,0.56702,0.71423,0.73836,0.74303,0.67284
2713173169,0.59995,0.55532,0.64026,0.6382,0.60907,0.6253,0.5917,0.55588,0.62508,0.64376,0.63358,0.63609
2588041537,,,,,,,,,,,,
2757896532,0.68329,0.62156,0.69292,0.6903,0.7188,0.6867,0.70034,0.61935,0.70638,0.70195,0.72837,0.7052
3736794061,0.55485,0.54263,0.62426,0.62038,0.62074,0.60089,0.56667,0.54006,0.61666,0.61992,0.62541,0.59016
1204770446,0.66472,0.60739,0.72465,0.72761,0.76473,0.69021,0.65456,0.61006,0.70977,0.71874,0.73678,0.69106
2239364008,0.61983,0.60922,0.69128,0.70602,0.72093,0.67505,0.62257,0.59857,0.6963,0.69797,0.73021,0.67024
2810511283,0.59372,0.57586,0.6532,0.64333,0.65892,0.62889,0.57727,0.56219,0.64832,0.64258,0.65569,0.63051
113704912,0.58336,0.56628,0.64689,0.62883,0.65411,0.6106,0.58092,0.56777,0.64608,0.64103,0.66675,0.62484
3496133967,,,,,,,,,,,,
2439986620,0.631,0.533,0.62316,0.62185,0.6581,0.6125,0.60454,0.53356,0.63206,0.62315,0.65056,0.60559
786366322,,,,,,,,,,,,
2962585054,0.55188,0.53341,0.6252,0.62072,0.65788,0.61145,0.55657,0.54506,0.63099,0.61369,0.65889,0.62219
2508551984,0.61726,0.57756,0.64373,0.63834,0.70822,0.62064,0.61517,0.59189,0.65358,0.66178,0.68694,0.63352
1583252421,0.59575,0.56328,0.66816,0.65747,0.69643,0.63901,0.59586,0.56678,0.66377,0.66142,0.6674,0.6449
2531350885,0.59506,0.58001,0.65103,0.63457,0.68386,0.63913,0.61021,0.58702,0.65356,0.63536,0.68123,0.62595
538659580,0.61775,0.54862,0.63741,0.64798,0.7167,0.62637,0.60738,0.56541,0.63831,0.66354,0.69551,0.63249
2640310581,0.7505,0.65696,0.68684,0.69397,0.719,0.66168,0.73574,0.64835,0.68538,0.71505,0.69818,0.68769
625131213,0.57551,0.55044,0.59331,0.61865,0.67679,0.58635,0.58661,0.55563,0.59985,0.62714,0.64092,0.58326
3219182842,0.66644,0.61059,0.71052,0.72339,0.73562,0.7074,0.67873,0.61858,0.71985,0.72205,0.73215,0.68996
205847717,0.67418,0.61054,0.73636,0.72696,0.72319,0.65573,0.6792,0.6106,0.72205,0.72069,0.72997,0.66924
1548301965,0.65565,0.57879,0.67379,0.67503,0.69424,0.66036,0.65417,0.57728,0.66426,0.6727,0.68823,0.66741
479113302,0.56949,0.54483,0.65528,0.63199,0.69291,0.61023,0.57621,0.54753,0.65406,0.65335,0.70128,0.64014
651650568,0.56342,0.53481,0.63271,0.6348,0.67317,0.60851,0.5622,0.54319,0.64487,0.63479,0.6519,0.60319
2615323104,0.58855,0.5677,0.60878,0.61202,0.66531,0.59689,0.57558,0.5642,0.60956,0.6419,0.64732,0.60883
2648865444,,,,,,,,,,,,
557533081,,,,,,,,,,,,
2318215793,0.62601,0.59073,0.67245,0.67623,0.71459,0.6513,0.64007,0.5863,0.67478,0.67679,0.70734,0.66565
3729003819,0.61541,0.57412,0.68014,0.71089,0.73009,0.63558,0.61098,0.55586,0.67028,0.71683,0.73404,0.64866
4010749404,0.56767,0.55324,0.63413,0.63507,0.64139,0.62374,0.5658,0.56042,0.63991,0.62438,0.64564,0.62476
183392974,0.59567,0.52443,0.63048,0.65,0.7158,0.62516,0.62629,0.54698,0.64986,0.68252,0.70365,0.62172
789786058,,,,,,,,,,,,
2459121854,,,,,,,,,,,,
3699035706,0.56957,0.52907,0.62227,0.61845,0.66167,0.6021,0.56681,0.53328,0.61735,0.62834,0.66322,0.60933
1793581682,0.58017,0.56211,0.65389,0.6259,0.68161,0.62227,0.56951,0.55892,0.64996,0.64217,0.6693,0.61891
2162138848,0.59534,0.58045,0.64023,0.64253,0.69237,0.60841,0.59754,0.57142,0.63167,0.66558,0.70327,0.62809
2585097030,0.56371,0.54419,0.63291,0.6331,0.65345,0.62283,0.56933,0.55346,0.62844,0.62142,0.64009,0.62412
