"HBID","dti_jlf_tr_R_Accumbens_Area","dti_jlf_tr_L_Accumbens_Area","dti_jlf_tr_R_Amygdala","dti_jlf_tr_L_Amygdala","dti_jlf_tr_Brain_Stem","dti_jlf_tr_R_Caudate","dti_jlf_tr_L_Caudate","dti_jlf_tr_R_Cerebellum_Exterior","dti_jlf_tr_L_Cerebellum_Exterior","dti_jlf_tr_R_Hippocampus","dti_jlf_tr_L_Hippocampus","dti_jlf_tr_R_Pallidum","dti_jlf_tr_L_Pallidum","dti_jlf_tr_R_Putamen","dti_jlf_tr_L_Putamen","dti_jlf_tr_R_Thalamus_Proper","dti_jlf_tr_L_Thalamus_Proper","dti_jlf_tr_Cerebellar_Vermal_Lobules_I.V","dti_jlf_tr_Cerebellar_Vermal_Lobules_VI.VII","dti_jlf_tr_Cerebellar_Vermal_Lobules_VIII.X","dti_jlf_tr_R_ACgG","dti_jlf_tr_L_ACgG","dti_jlf_tr_R_AIns","dti_jlf_tr_L_AIns","dti_jlf_tr_R_AOrG","dti_jlf_tr_L_AOrG","dti_jlf_tr_R_AnG","dti_jlf_tr_L_AnG","dti_jlf_tr_R_Calc","dti_jlf_tr_L_Calc","dti_jlf_tr_R_CO","dti_jlf_tr_L_CO","dti_jlf_tr_R_Cun","dti_jlf_tr_L_Cun","dti_jlf_tr_R_Ent","dti_jlf_tr_L_Ent","dti_jlf_tr_R_FO","dti_jlf_tr_L_FO","dti_jlf_tr_R_FRP","dti_jlf_tr_L_FRP","dti_jlf_tr_R_FuG","dti_jlf_tr_L_FuG","dti_jlf_tr_R_GRe","dti_jlf_tr_L_GRe","dti_jlf_tr_R_IOG","dti_jlf_tr_L_IOG","dti_jlf_tr_R_ITG","dti_jlf_tr_L_ITG","dti_jlf_tr_R_LiG","dti_jlf_tr_L_LiG","dti_jlf_tr_R_LOrG","dti_jlf_tr_L_LOrG","dti_jlf_tr_R_MCgG","dti_jlf_tr_L_MCgG","dti_jlf_tr_R_MFC","dti_jlf_tr_L_MFC","dti_jlf_tr_R_MFG","dti_jlf_tr_L_MFG","dti_jlf_tr_R_MOG","dti_jlf_tr_L_MOG","dti_jlf_tr_R_MOrG","dti_jlf_tr_L_MOrG","dti_jlf_tr_R_MPoG","dti_jlf_tr_L_MPoG","dti_jlf_tr_R_MPrG","dti_jlf_tr_L_MPrG","dti_jlf_tr_R_MSFG","dti_jlf_tr_L_MSFG","dti_jlf_tr_R_MTG","dti_jlf_tr_L_MTG","dti_jlf_tr_R_OCP","dti_jlf_tr_L_OCP","dti_jlf_tr_R_OFuG","dti_jlf_tr_L_OFuG","dti_jlf_tr_R_OpIFG","dti_jlf_tr_L_OpIFG","dti_jlf_tr_R_OrIFG","dti_jlf_tr_L_OrIFG","dti_jlf_tr_R_PCgG","dti_jlf_tr_L_PCgG","dti_jlf_tr_R_PCu","dti_jlf_tr_L_PCu","dti_jlf_tr_R_PHG","dti_jlf_tr_L_PHG","dti_jlf_tr_R_PIns","dti_jlf_tr_L_PIns","dti_jlf_tr_R_PO","dti_jlf_tr_L_PO","dti_jlf_tr_R_PoG","dti_jlf_tr_L_PoG","dti_jlf_tr_R_POrG","dti_jlf_tr_L_POrG","dti_jlf_tr_R_PP","dti_jlf_tr_L_PP","dti_jlf_tr_R_PrG","dti_jlf_tr_L_PrG","dti_jlf_tr_R_PT","dti_jlf_tr_L_PT","dti_jlf_tr_R_SCA","dti_jlf_tr_L_SCA","dti_jlf_tr_R_SFG","dti_jlf_tr_L_SFG","dti_jlf_tr_R_SMC","dti_jlf_tr_L_SMC","dti_jlf_tr_R_SMG","dti_jlf_tr_L_SMG","dti_jlf_tr_R_SOG","dti_jlf_tr_L_SOG","dti_jlf_tr_R_SPL","dti_jlf_tr_L_SPL","dti_jlf_tr_R_STG","dti_jlf_tr_L_STG","dti_jlf_tr_R_TMP","dti_jlf_tr_L_TMP","dti_jlf_tr_R_TrIFG","dti_jlf_tr_L_TrIFG","dti_jlf_tr_R_TTG","dti_jlf_tr_L_TTG"
3935429936,2.48244,2.48378,2.74429,2.64707,2.43844,2.6308,3.09991,1.92557,2.12077,2.79521,2.92171,2.06965,2.02924,2.14315,2.12071,2.29031,2.38965,3.0941,2.52481,2.78672,2.73391,2.78903,2.98319,2.9644,1.85715,1.44487,1.47067,1.45433,2.86143,2.63241,2.70435,2.71721,2.53137,2.40958,2.93434,3.16079,2.95907,2.90162,0.61733,0.89548,2.18388,2.46989,2.26665,2.11905,1.32832,1.41547,1.64404,1.65142,2.86285,2.81606,1.00078,0.62775,2.56412,2.75451,2.79512,2.76201,2.29244,2.10272,1.13645,1.22038,1.94636,2.01807,3.29606,2.92596,2.97234,2.83427,3.05291,3.17696,1.91444,1.66982,0.45044,0.31599,2.37459,2.18182,2.44069,2.26048,1.6513,1.4021,2.63034,2.7246,2.42868,2.63609,2.77609,3.23909,2.77629,2.82846,2.54293,2.44243,2.30342,2.15649,2.64656,2.38765,3.05165,3.1724,2.65151,2.57501,2.86448,2.87294,3.16826,3.06087,3.1027,3.0091,2.97607,2.83373,1.62138,1.63474,1.05673,1.05946,1.4945,1.5266,2.00934,1.85948,1.54864,1.2911,1.49509,1.23421,3.26892,3.11549
910159626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917925143,2.43809,2.4285,2.63808,2.60794,2.69599,2.64735,2.8352,2.03765,2.06199,2.85371,2.89202,2.25965,2.21852,2.24375,2.24324,2.32452,2.38384,3.14053,2.62308,2.73045,2.91768,2.86657,2.84372,2.80355,2.28803,2.04463,1.63744,1.4933,2.56547,2.59053,2.56655,2.51118,2.79216,2.56096,2.88423,2.92321,2.77287,2.66293,1.01397,1.05709,2.54654,2.58213,2.46574,2.43443,1.75391,1.39838,1.94638,1.7815,2.78684,2.74965,1.50404,1.11803,2.95458,2.8967,2.83143,2.7978,2.40237,2.40185,1.86982,1.43403,2.38528,2.28653,3.49547,3.05494,3.30198,3.023,3.14741,3.3397,1.81666,1.62857,1.69043,0.79102,2.60168,2.19622,2.18041,2.37667,1.9306,1.59336,2.71365,2.68625,2.98481,2.8971,3.04438,3.14889,2.82644,2.84663,2.59754,2.54045,2.41027,2.51303,2.97425,3.03058,2.99147,2.98635,2.55753,2.68792,2.4645,2.33787,3.26667,3.31918,3.29713,3.23679,3.20865,3.01361,1.5015,1.4983,2.04576,1.84146,2.1388,1.9196,1.76541,1.7742,1.87628,2.1907,1.62672,1.32604,3.03385,2.97143
1140602045,2.43065,2.36109,2.6763,2.67939,2.3951,3.34292,3.0853,1.91676,2.04482,3.10733,3.03128,2.22373,2.10859,2.20316,2.13052,2.40324,2.43755,2.54588,2.50691,2.59304,2.76004,2.70275,2.83308,2.79372,2.2549,2.23071,1.67642,1.64887,2.85022,2.82829,3.05303,2.85601,2.86797,2.84402,3.1936,3.13663,3.0548,2.88198,0.57124,0.87609,2.39458,2.40918,2.29125,2.28036,1.80255,1.62547,2.18086,2.08679,2.85772,2.72001,1.5569,1.52283,2.64226,2.6182,2.82289,2.74444,2.21932,2.34978,1.58553,1.49091,2.33306,2.35567,3.48879,2.72974,2.92782,2.65486,2.95071,2.9476,2.18227,2.08257,1.27864,0.84986,2.42745,2.23511,2.86938,2.93132,2.08562,2.03109,2.60141,2.50208,2.65172,2.70051,3.16138,3.30209,2.88725,2.7747,2.79069,2.50144,2.40368,2.54446,2.73067,2.7559,3.04477,3.24564,2.76414,2.72508,3.13325,2.98306,2.81293,2.8483,2.80662,2.92358,2.95677,2.86608,1.50893,1.95432,1.88685,1.86401,1.7015,1.76332,2.1701,2.29457,1.7905,1.82731,2.04822,2.10972,3.27003,3.36935
835386734,2.7329,2.5425,2.91029,2.59306,2.3756,3.49181,3.52414,2.11704,2.19239,3.07712,3.01549,2.00058,1.88505,2.03075,2.01641,2.32866,2.38584,2.87936,2.66505,3.0224,2.85197,2.95086,2.89201,2.98302,2.14454,1.5849,1.717,1.75103,2.82895,2.66453,2.82677,2.7795,3.00356,2.66674,3.13202,3.53649,3.20447,2.66828,0.1918,0.45002,2.37126,2.43888,2.24498,2.30882,1.79563,1.70565,1.91008,1.84635,3.07156,2.91844,1.45293,1.16186,2.79175,2.82472,2.78116,2.87942,2.53198,2.63874,1.65494,1.35966,2.25833,1.98702,4.14772,3.27948,3.38703,3.03811,3.46666,3.78216,2.12875,2.00777,0.9738,0.3617,2.37859,2.45157,2.81593,3.08652,2.09016,1.77492,2.84709,2.75212,2.80034,2.8311,3.05729,3.31892,2.84707,2.72072,2.68708,2.54897,2.75839,2.7031,2.9504,3.15111,2.81968,2.98329,2.78049,2.92653,2.65267,2.48801,3.50714,2.80477,3.33245,3.51617,3.07696,3.15777,2.02646,2.19911,1.5125,1.20784,2.14758,1.92795,1.99759,2.05879,1.46362,1.99613,2.35802,1.95708,3.09354,3.50786
3509369171,2.33665,2.34334,2.72154,2.75165,2.33828,2.72832,2.89999,2.18028,2.38267,3.2024,3.18457,2.06906,2.04527,2.07969,2.07408,2.41348,2.4176,3.59931,3.09771,2.80124,3.04219,2.92901,2.97431,3.09141,1.62214,1.41379,1.70058,1.44149,2.77135,2.71728,2.79784,2.71033,2.83394,2.54399,2.73634,2.85697,3.06088,2.76574,0.07877,0.36325,2.34585,2.43984,2.35063,2.19808,1.60795,1.39306,1.98118,1.8578,2.71624,2.78164,0.90122,0.83158,2.88154,2.77451,2.7753,2.78553,2.17808,2.04227,1.67976,1.24395,2.13051,2.0163,4.01082,3.25694,2.99793,2.76755,3.09529,3.1728,2.13249,1.998,1.20032,0.54509,2.26715,2.16983,2.5622,2.50792,1.69742,1.34813,2.66075,2.66003,2.84215,2.6702,2.96551,3.01111,3.27568,3.0443,2.56908,2.82158,2.37149,2.64531,2.96592,2.93172,3.35972,3.44888,2.76596,2.71943,3.03507,3.30047,3.71954,3.58643,2.50718,2.66257,2.9647,2.95681,1.81124,1.72305,2.0155,1.57074,1.9479,1.84938,2.05634,2.19836,1.3356,1.91004,1.93468,1.52534,3.4874,3.63506
164360921,2.37876,2.39809,2.78106,2.98547,2.23397,2.68132,2.96602,1.79408,1.81808,2.95077,3.6532,2.17549,2.15498,2.21776,2.19691,2.21838,2.31829,2.424,2.33233,2.34442,2.71195,2.72267,2.70167,2.66562,1.44913,0.9501,1.48866,1.66183,2.48133,2.57749,2.66194,2.59774,2.64726,2.558,2.77852,2.45143,2.72526,2.76026,0.03693,0.05246,2.37158,2.37675,1.77144,1.63815,1.50347,1.62523,1.8418,1.87876,2.47705,2.52597,0.85776,0.56941,2.60489,2.55853,2.50871,2.50838,1.98917,1.7068,1.54099,1.69231,1.90497,1.76267,2.63215,2.54233,2.94257,2.82333,2.94065,2.78854,2.10284,1.72307,0.5552,0.82623,2.03037,2.01665,2.58925,2.15355,1.57536,1.55958,2.61589,2.39541,2.50018,2.54693,3.17785,2.89044,2.89429,2.77309,2.69391,2.57885,2.43664,2.1081,2.71211,2.74213,2.80673,2.77472,2.52718,2.26622,2.83619,2.54404,2.8681,2.90399,2.2474,2.25508,2.86069,2.71241,1.63699,1.67118,1.77887,1.89388,1.58801,1.56071,2.29688,1.91365,1.35566,0.90472,1.86848,1.40645,2.93409,2.90677
3271603173,2.44469,2.37371,2.74339,2.85943,2.57106,2.66769,2.73875,1.85056,1.841,2.8845,3.22396,2.1933,2.11832,2.19375,2.12407,2.29856,2.35003,2.66368,2.3895,2.56629,2.83705,2.92486,2.87285,3.00035,1.39564,1.28838,1.6301,1.45926,2.4691,2.46065,2.64701,2.77821,2.73206,2.84265,2.36733,3.33783,3.08876,2.84398,0.0289,0.25613,2.32409,2.43748,1.94061,1.92909,1.63922,0.79695,1.7835,1.57747,2.84946,2.69903,0.65818,0.60682,2.8232,2.65691,2.68614,2.74148,1.71146,1.63521,1.7558,1.1221,2.17475,1.84928,3.19819,2.74389,3.02257,2.76066,2.9104,3.17414,2.077,1.78732,0.88653,0.35078,2.27903,1.83326,2.09384,2.21105,1.56916,1.22543,2.76272,2.74339,2.74401,2.75546,2.99853,3.33647,2.73965,2.80005,2.54669,2.66691,2.0733,2.4661,2.6296,2.64913,2.73573,2.95509,2.29273,2.70495,2.68291,2.87201,3.1856,3.16203,2.39495,2.42674,2.92755,2.90179,1.44948,1.88531,1.98604,1.69445,1.92041,1.84047,1.93159,2.05288,1.22848,1.81632,1.19725,0.96712,2.69038,2.92404
1265635756,2.46037,2.44788,2.74498,2.70108,2.66776,2.87404,2.80074,2.23659,2.28989,3.15389,3.08631,2.17634,2.10112,2.21015,2.18313,2.49038,2.52222,3.4172,2.92449,3.21264,2.87597,2.81968,3.11156,3.05086,2.1567,1.80365,1.91601,1.65393,2.76056,2.6333,2.82133,2.69316,2.79727,2.85614,2.84088,3.03199,3.1017,2.86142,1.15079,1.3437,2.66452,2.59101,1.96596,1.81137,1.67687,1.64282,2.00562,1.86212,2.84494,2.75132,1.3567,1.14405,2.62774,2.84483,2.8967,2.76171,2.58878,2.74366,1.55851,1.49272,2.25748,2.12458,2.98823,3.23206,3.02714,2.99761,3.31246,3.48212,2.29125,2.1565,0.73653,0.47248,2.46283,2.20117,2.77367,2.68218,1.94789,1.98607,2.61356,2.7353,2.75621,2.83578,3.227,3.38838,3.16332,2.9103,2.60442,2.50647,2.56856,2.47902,2.99583,2.91623,3.12639,3.08228,2.65876,2.75527,2.89873,2.87538,3.20356,3.14415,3.34373,3.51135,3.12318,3.12648,1.87775,1.76937,1.63937,1.5999,1.95042,1.69272,2.36514,2.35453,1.77033,1.94955,2.33158,2.4752,3.28621,3.10031
1995763230,2.33746,2.41955,2.98241,2.86784,2.20663,2.77561,3.27374,1.65122,1.54229,3.20593,3.03168,2.21041,2.15307,2.17878,2.22916,2.39392,2.48953,3.06233,2.58193,2.6377,2.70374,2.69879,2.86142,2.77319,1.11121,0.89234,1.42991,1.23309,2.67663,2.65938,2.59678,2.49471,2.83458,2.73813,2.37965,2.71109,2.75059,2.61614,0.00521,0.0362,2.46021,2.43371,1.4266,1.33886,1.29971,0.79531,1.75,1.43674,2.66989,2.68577,0.68607,0.49148,2.88975,2.79011,2.35811,2.61064,1.51907,1.50595,1.72275,1.08349,1.70056,1.56214,3.32418,2.88581,2.93628,2.6971,2.86788,2.89373,1.87145,1.52947,0.80329,0.38594,2.00791,1.57796,2.09971,1.99294,1.47701,1.42953,2.7196,2.74838,2.69239,2.65653,2.84455,3.09037,2.77423,2.70856,2.52247,2.42785,1.67823,1.75698,2.38906,2.26254,2.91856,2.88086,2.0704,2.10315,2.69794,2.60715,2.93233,2.84216,1.86785,2.28457,3.05886,2.91486,1.24644,1.43413,1.9001,1.58716,1.48707,1.46646,1.89456,1.76389,1.27084,1.26615,1.16567,0.90032,3.04209,2.91623
2868582246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656641410,2.65855,2.45913,2.82131,2.86087,2.47397,3.9656,3.70826,1.8411,1.88846,3.0745,3.16896,2.237,2.07519,2.24574,2.17593,2.47856,2.4857,2.89753,2.68974,3.23545,2.80711,2.86043,2.89194,2.94268,1.51323,1.25528,1.64989,1.46217,2.6431,2.51426,2.71501,2.63183,2.60722,2.55908,2.76837,2.95014,2.78093,2.86083,0.06882,0.08291,2.44618,2.54035,1.91391,1.90153,1.59049,1.05038,1.99194,1.83065,2.95008,2.84831,0.76334,0.74252,2.66572,2.57986,2.69466,2.77976,1.74997,1.64734,1.60304,1.21129,2.20337,2.08135,2.98322,2.65165,2.83916,2.74018,2.97579,2.96318,1.99192,1.85717,0.44709,0.29204,2.25117,2.01496,2.09351,1.90571,1.65272,1.53621,2.6017,2.65461,2.58687,2.58991,2.8308,3.32564,2.81139,2.83286,2.65897,2.65904,2.0379,2.04167,2.73538,2.69462,2.8136,2.99315,2.39836,2.35475,2.71063,2.76036,2.64866,2.61776,2.39083,2.46099,2.87363,2.81639,1.52383,1.70944,1.39391,1.30211,1.54788,1.45529,2.01278,2.066,1.52754,1.75002,1.31499,1.08632,2.74432,2.73163
942761329,2.34501,2.26998,2.66663,2.61382,2.27367,2.3712,2.53313,1.92606,1.93498,2.94951,2.96094,2.09202,1.84681,2.01498,1.93986,2.18131,2.20719,2.6911,2.66868,2.66934,2.697,2.82673,2.71359,2.69035,1.24323,1.04537,1.61915,1.51178,2.53867,2.41626,2.70866,2.58694,2.88436,2.594,2.17608,2.55486,2.79425,2.79007,0.02856,0.12899,2.41665,2.45356,1.89486,1.76055,1.44772,1.46437,1.88758,1.77,2.59552,2.384,0.6841,0.71731,2.72165,2.73349,2.42769,2.60025,2.22115,2.13017,1.72009,1.59081,2.03625,1.84444,2.96448,2.95587,2.96962,2.93086,2.8618,2.97902,2.07969,1.92344,1.09986,0.76067,2.26825,2.01275,2.54355,2.56452,1.42021,1.72844,2.66355,2.61149,2.64737,2.60497,3.12403,3.21002,2.87398,2.58515,2.96031,2.87319,2.44828,2.13804,2.67506,2.59954,2.82856,2.87786,2.66461,2.59242,2.74682,2.87778,3.83564,3.07243,2.7656,2.83497,2.90352,2.88686,1.64878,1.90238,1.90861,1.60612,1.54709,1.4141,2.24572,2.19619,1.22261,1.56957,1.76912,1.79522,3.09625,2.82143
4070017125,2.78655,2.66208,2.65986,2.66478,2.42182,2.86868,3.15734,2.49898,2.43016,2.99524,2.89383,2.06327,1.94269,2.06929,2.13747,2.20593,2.27012,3.76579,3.1977,3.44809,3.1708,2.99938,2.99124,3.03115,1.61765,1.26752,2.34737,2.11037,2.79768,2.90353,3.13398,2.83062,2.96615,2.80793,2.80921,2.99535,3.41901,3.29967,1.22558,1.36371,2.27123,2.47849,1.432,1.16475,1.71912,1.5668,1.42426,1.39315,3.24157,3.07364,0.95582,0.7283,2.77214,2.58231,2.71577,2.45996,3.1828,3.05842,2.25841,1.91889,1.32717,1.4253,4.88702,5.06405,3.40227,3.48211,3.40837,3.66475,1.85818,1.77443,0.73315,0.72252,2.28701,2.33322,2.77228,2.81487,1.63422,1.61711,2.81961,2.80627,3.0175,3.25343,3.14562,3.12278,2.88888,2.86775,3.1875,3.14714,3.23431,3.13491,2.35045,2.89728,3.09434,2.68748,3.36776,3.03404,2.68855,2.66699,3.48609,3.90727,3.80082,3.99729,3.13402,3.42248,2.34527,2.31033,2.43929,2.29545,2.87618,2.6646,2.3678,2.43038,2.03699,1.99471,2.56461,2.0357,2.89943,3.10178
3551407237,2.40205,2.35663,2.61939,2.64588,2.4533,2.7116,2.66881,1.82149,1.7933,2.79834,2.83872,2.33842,2.17614,2.2323,2.16487,2.38805,2.41843,2.63235,2.23046,2.34017,2.68366,2.7512,2.85068,2.97221,1.85251,1.78826,1.61827,1.13078,2.44809,2.47151,2.62402,2.50227,2.54224,2.53499,2.99767,3.0079,2.91897,2.62612,0.49347,0.84052,2.32048,2.35038,2.2524,2.24177,1.53167,0.81907,2.00683,1.54237,2.48219,2.46169,1.10405,1.07732,2.63679,2.59143,2.75356,2.75322,1.94083,2.04636,1.85424,1.09757,2.25619,2.12714,2.83044,2.48378,2.67397,2.41527,2.91281,3.02181,1.86552,1.2785,0.95987,0.75059,2.03644,1.72237,2.38001,1.80314,1.871,1.63438,2.5058,2.3864,2.52731,2.50444,2.76624,2.85053,2.73339,2.72807,2.4279,2.43405,2.00044,1.95779,2.61858,2.69981,2.72307,2.80212,2.42622,2.3412,2.53466,2.41328,3.03198,2.78933,2.7693,2.68913,2.84037,2.76681,1.25891,1.1191,2.00235,2.00191,1.87676,1.56393,1.70843,1.44353,1.69436,1.78701,1.59453,1.17142,2.78084,2.71749
1396920873,2.46988,2.46452,2.78568,2.71306,2.39843,2.59459,2.70079,1.75743,1.76562,2.99828,2.8792,2.29382,2.27442,2.26495,2.23485,2.37126,2.39995,2.75562,2.35273,2.44811,2.87818,2.85576,2.86992,2.88336,1.24705,1.0831,1.33644,1.17405,2.61054,2.44246,2.58051,2.58832,2.52641,2.57041,1.91477,2.55608,2.79612,2.81026,0.45813,0.62682,2.37642,2.46476,1.48054,1.32546,1.21196,1.05684,1.46919,1.37715,2.68152,2.52391,0.51952,0.45952,2.84571,2.73872,2.67396,2.66372,1.77487,1.87494,1.21574,0.95021,1.56214,1.44155,2.84852,2.60336,3.07987,2.69979,3.09774,3.24348,1.66858,1.54461,0.58343,0.36811,2.10426,1.88155,2.09862,1.84623,1.43347,1.41581,2.63649,2.51205,2.50671,2.48714,2.94642,3.06931,3.01364,2.89417,2.59135,2.59933,1.89619,1.93598,1.94714,2.10748,2.89707,2.83638,2.24451,2.32014,2.45354,2.56999,2.4949,2.53227,2.65139,2.74077,2.99032,2.96766,1.22246,1.32123,1.25757,1.34199,1.46085,1.40071,1.8137,1.75479,0.9921,1.1291,1.27523,1.03628,2.7803,2.82796
1581304686,2.49078,2.39049,2.79516,2.75764,2.37435,2.47648,2.52299,1.71134,1.78198,2.89013,2.86565,2.15653,2.17261,2.22694,2.19545,2.17818,2.27559,2.61054,2.3855,2.69284,2.86517,2.79637,2.93527,2.82073,1.47353,1.14454,1.27875,1.12954,2.4664,2.4352,2.57807,2.56301,2.62398,2.55509,2.30006,2.4252,2.98721,2.71018,0.0378,0.21612,2.37018,2.39906,1.76406,1.64732,1.07079,0.77248,1.34339,1.46943,2.73876,2.78467,0.78414,0.68611,2.67691,2.71877,2.68667,2.56812,1.65292,1.55917,1.34011,1.05298,1.99099,1.86916,3.33657,3.12882,3.04897,2.88812,2.91992,2.94323,1.50461,1.41299,0.37118,0.54468,1.9342,1.86797,1.8744,1.93038,1.42049,1.43906,2.61593,2.63819,2.66389,2.63467,3.03619,3.11531,2.76807,2.60851,2.65349,2.57798,2.07776,1.9903,2.71811,2.56488,2.69451,2.91825,2.34775,2.31064,2.27081,2.44136,2.58338,2.43019,2.46833,2.39893,2.97166,3.00218,1.18451,1.23429,1.4655,1.6882,1.70437,1.61058,1.60353,1.61046,0.98845,0.97995,0.98701,0.97527,2.75678,2.79493
2277239059,2.55376,2.44167,3.11493,2.89716,2.4007,2.6939,2.59132,2.08239,2.15603,3.20418,3.16366,2.23485,2.10141,2.29552,2.18911,2.31118,2.33937,3.11766,2.62522,2.7869,2.89401,2.90194,3.0307,2.85912,1.81331,1.89757,1.86776,1.68656,2.51057,2.51144,2.93409,2.66683,2.7148,2.54196,3.16575,3.10917,3.11505,2.87271,0.39783,0.4724,2.45321,2.35822,2.93831,2.59921,1.94242,1.5649,2.04099,1.85889,2.57339,2.55549,1.45658,1.43822,2.69677,2.7503,2.64308,2.78228,2.03545,2.30365,1.98019,1.72344,2.48294,2.38502,2.65495,2.73167,2.70312,2.60777,3.02687,3.12499,1.99934,1.96473,1.59353,1.08724,2.24972,2.16592,2.63451,2.57318,2.15633,2.11623,2.60172,2.59668,2.64381,2.64011,3.13538,2.93742,3.10268,2.78391,2.62816,2.5604,2.32876,2.21638,2.68309,2.64415,3.00693,3.05396,2.52283,2.55109,2.82634,2.65086,3.10287,3.09913,2.79519,2.97507,3.0055,2.83465,1.70437,1.87256,2.17781,2.10953,1.9918,1.89426,2.18793,2.07781,1.8733,1.97543,1.84421,2.10426,2.89106,2.9547
4128320823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451123604,2.3785,2.3394,2.6471,2.60272,2.35457,2.66977,2.47193,1.93452,2.00578,2.86359,2.73137,2.09811,2.08752,2.15698,2.05976,2.27146,2.28648,2.90318,2.71988,2.79169,3.05781,2.78768,2.88073,2.8866,0.75252,1.10207,1.85063,1.18689,2.47002,2.43849,2.67718,2.55367,2.84429,2.73187,2.64817,2.56189,2.87265,2.75314,0.00605,0.03227,2.33462,2.33189,1.62247,1.52017,1.5059,0.90224,1.74654,1.54755,2.80904,2.77904,0.49215,0.60783,2.72361,2.71358,2.43321,2.58544,1.51465,1.8965,1.90552,0.92988,1.64668,1.87266,4.12489,3.59794,3.32141,3.13907,3.05559,3.18878,1.78215,1.66508,0.77481,0.3458,2.06931,1.87568,2.06857,2.43576,1.26976,1.47802,2.58494,2.62987,2.86253,2.7896,2.91101,3.12786,2.73365,2.74186,2.47966,2.71461,2.52369,2.76855,2.2641,2.71005,2.86818,2.84314,2.57743,2.94236,2.50043,2.73429,3.09586,2.68937,2.42054,2.59695,3.17068,3.11365,1.64087,1.84292,1.84497,1.34422,1.99255,1.56974,1.74281,1.8891,1.0083,1.37129,0.95684,1.01733,2.722,2.98735
2774962110,2.44941,2.45945,2.88012,2.83024,2.56458,2.94787,3.03437,2.29337,2.21777,3.08777,3.14237,2.30136,2.19041,2.26455,2.18787,2.51741,2.58829,3.45241,3.02773,3.51689,2.82046,2.98656,3.15129,3.04875,1.99346,1.74696,1.56416,1.62732,2.776,2.70565,3.32155,3.01184,2.88335,2.74108,2.39377,3.00945,3.19218,2.9217,0.75406,0.92438,2.42648,2.44677,1.97781,1.87668,1.45453,1.53212,1.97071,1.77238,2.70847,2.6527,1.23073,1.09765,2.87695,2.76194,2.77475,2.73155,2.26375,2.34905,1.64082,1.69622,2.16049,2.08035,3.46736,3.05281,2.98699,2.81348,2.90979,3.11069,2.1748,2.00389,1.05904,0.8179,2.4245,2.42878,2.57573,2.4479,1.85014,1.59461,2.66948,2.55957,2.70433,2.73449,3.10714,3.10117,3.3465,3.15125,3.13901,3.00843,2.39308,2.49612,2.71673,2.78202,3.22862,3.33966,2.77326,2.75754,3.17323,2.95795,3.10087,3.20591,2.7271,3.01437,3.01664,2.94826,1.41857,1.72991,1.84769,2.04895,1.68984,1.7516,2.35968,2.25471,1.59019,1.78776,1.91556,1.78504,3.26893,3.37928
479907463,2.45249,2.4221,2.69964,2.80093,2.32377,2.69885,2.74664,1.92718,1.96899,2.9444,3.15712,2.12023,2.14543,2.20499,2.21659,2.24883,2.3558,2.89921,2.44877,2.68675,2.87395,2.96219,2.87108,2.79847,1.47219,0.98967,1.32408,1.24352,2.75174,2.52469,2.57326,2.49484,2.70405,2.68434,3.17905,3.32006,3.07603,2.86588,0.12738,0.37802,2.42639,2.42963,1.98523,1.83819,1.23443,0.87007,1.79974,1.53249,2.64605,2.58741,0.77135,0.69946,2.81629,2.75656,2.63222,2.91377,1.8716,1.84393,1.478,1.13779,2.32442,1.90099,3.04981,2.93654,3.3145,2.85619,3.09346,3.24411,1.68956,1.25549,0.75881,0.63714,2.12212,1.97729,1.97776,1.86033,1.69785,1.49925,2.747,2.65353,2.82043,2.87161,2.9786,3.21312,2.99438,2.81873,2.65963,2.49163,2.16622,2.00344,2.88982,2.72031,2.83211,2.92012,2.4535,2.44927,2.53336,2.23519,3.08252,2.99284,2.51632,2.57298,3.20905,3.07217,1.16746,1.05037,1.91661,2.10519,2.05454,1.87532,1.64726,1.45358,1.33032,1.69348,1.48208,1.07017,3.1459,2.91534
