"HBID","dti_jlf_tr_R_Accumbens_Area","dti_jlf_tr_L_Accumbens_Area","dti_jlf_tr_R_Amygdala","dti_jlf_tr_L_Amygdala","dti_jlf_tr_Brain_Stem","dti_jlf_tr_R_Caudate","dti_jlf_tr_L_Caudate","dti_jlf_tr_R_Cerebellum_Exterior","dti_jlf_tr_L_Cerebellum_Exterior","dti_jlf_tr_R_Hippocampus","dti_jlf_tr_L_Hippocampus","dti_jlf_tr_R_Pallidum","dti_jlf_tr_L_Pallidum","dti_jlf_tr_R_Putamen","dti_jlf_tr_L_Putamen","dti_jlf_tr_R_Thalamus_Proper","dti_jlf_tr_L_Thalamus_Proper","dti_jlf_tr_Cerebellar_Vermal_Lobules_I.V","dti_jlf_tr_Cerebellar_Vermal_Lobules_VI.VII","dti_jlf_tr_Cerebellar_Vermal_Lobules_VIII.X","dti_jlf_tr_R_ACgG","dti_jlf_tr_L_ACgG","dti_jlf_tr_R_AIns","dti_jlf_tr_L_AIns","dti_jlf_tr_R_AOrG","dti_jlf_tr_L_AOrG","dti_jlf_tr_R_AnG","dti_jlf_tr_L_AnG","dti_jlf_tr_R_Calc","dti_jlf_tr_L_Calc","dti_jlf_tr_R_CO","dti_jlf_tr_L_CO","dti_jlf_tr_R_Cun","dti_jlf_tr_L_Cun","dti_jlf_tr_R_Ent","dti_jlf_tr_L_Ent","dti_jlf_tr_R_FO","dti_jlf_tr_L_FO","dti_jlf_tr_R_FRP","dti_jlf_tr_L_FRP","dti_jlf_tr_R_FuG","dti_jlf_tr_L_FuG","dti_jlf_tr_R_GRe","dti_jlf_tr_L_GRe","dti_jlf_tr_R_IOG","dti_jlf_tr_L_IOG","dti_jlf_tr_R_ITG","dti_jlf_tr_L_ITG","dti_jlf_tr_R_LiG","dti_jlf_tr_L_LiG","dti_jlf_tr_R_LOrG","dti_jlf_tr_L_LOrG","dti_jlf_tr_R_MCgG","dti_jlf_tr_L_MCgG","dti_jlf_tr_R_MFC","dti_jlf_tr_L_MFC","dti_jlf_tr_R_MFG","dti_jlf_tr_L_MFG","dti_jlf_tr_R_MOG","dti_jlf_tr_L_MOG","dti_jlf_tr_R_MOrG","dti_jlf_tr_L_MOrG","dti_jlf_tr_R_MPoG","dti_jlf_tr_L_MPoG","dti_jlf_tr_R_MPrG","dti_jlf_tr_L_MPrG","dti_jlf_tr_R_MSFG","dti_jlf_tr_L_MSFG","dti_jlf_tr_R_MTG","dti_jlf_tr_L_MTG","dti_jlf_tr_R_OCP","dti_jlf_tr_L_OCP","dti_jlf_tr_R_OFuG","dti_jlf_tr_L_OFuG","dti_jlf_tr_R_OpIFG","dti_jlf_tr_L_OpIFG","dti_jlf_tr_R_OrIFG","dti_jlf_tr_L_OrIFG","dti_jlf_tr_R_PCgG","dti_jlf_tr_L_PCgG","dti_jlf_tr_R_PCu","dti_jlf_tr_L_PCu","dti_jlf_tr_R_PHG","dti_jlf_tr_L_PHG","dti_jlf_tr_R_PIns","dti_jlf_tr_L_PIns","dti_jlf_tr_R_PO","dti_jlf_tr_L_PO","dti_jlf_tr_R_PoG","dti_jlf_tr_L_PoG","dti_jlf_tr_R_POrG","dti_jlf_tr_L_POrG","dti_jlf_tr_R_PP","dti_jlf_tr_L_PP","dti_jlf_tr_R_PrG","dti_jlf_tr_L_PrG","dti_jlf_tr_R_PT","dti_jlf_tr_L_PT","dti_jlf_tr_R_SCA","dti_jlf_tr_L_SCA","dti_jlf_tr_R_SFG","dti_jlf_tr_L_SFG","dti_jlf_tr_R_SMC","dti_jlf_tr_L_SMC","dti_jlf_tr_R_SMG","dti_jlf_tr_L_SMG","dti_jlf_tr_R_SOG","dti_jlf_tr_L_SOG","dti_jlf_tr_R_SPL","dti_jlf_tr_L_SPL","dti_jlf_tr_R_STG","dti_jlf_tr_L_STG","dti_jlf_tr_R_TMP","dti_jlf_tr_L_TMP","dti_jlf_tr_R_TrIFG","dti_jlf_tr_L_TrIFG","dti_jlf_tr_R_TTG","dti_jlf_tr_L_TTG"
1186286400,2.28005,2.41378,2.6204,2.55536,2.45195,2.29158,2.37917,1.98253,2.11852,2.75466,2.74677,2.08003,1.88977,2.15821,2.10296,2.2668,2.35022,3.36213,3.01898,2.92472,2.61579,2.70485,2.90977,2.83963,1.84233,1.83189,1.75835,1.92171,2.66457,2.49844,2.84458,2.80818,2.61076,2.67148,2.35967,2.58119,2.78491,2.77496,0.49191,0.56479,2.21408,2.35903,2.20192,2.14384,1.49205,1.62004,1.68276,1.88949,2.71851,2.70689,1.14496,1.49838,2.69413,2.69817,2.69156,2.74299,2.14666,2.42195,1.45208,1.59037,2.03718,2.17456,3.63328,3.30034,3.16644,3.0607,2.95287,3.22127,2.16883,2.15628,0.72074,0.72213,2.01942,2.12064,2.65451,2.66528,2.1136,2.044,2.51949,2.48038,2.88311,2.95865,2.60314,2.6771,3.06617,2.98522,2.75956,2.75269,2.95382,2.98354,2.98654,3.26403,2.77151,3,2.97366,3.18439,2.79423,2.74286,3.42997,3.18861,3.03862,3.28939,3.2184,3.20936,2.02584,2.32207,1.49099,1.73566,2.11828,2.10104,2.35682,2.43128,1.45538,1.66378,2.26012,2.19702,3.05063,2.89459
64650339,2.35779,2.30257,2.42327,2.40794,2.25541,2.54036,2.46011,2.03545,2.10826,2.76596,2.76469,2.00615,1.95481,2.11944,2.09256,2.24892,2.26537,3.16237,2.72358,3.3964,2.7185,2.80615,2.85855,2.87655,2.09006,1.77186,2.11145,1.86252,2.82665,2.70558,2.92729,2.78098,3.11182,2.85002,2.98031,2.66443,3.28117,3.04424,0.4634,0.8562,2.23146,2.2342,2.08977,1.83062,1.97928,1.77888,1.59841,1.70346,2.80775,2.76591,1.96475,1.75349,2.66756,2.71569,2.74085,2.60562,2.51491,2.5644,2.28569,1.82245,1.50386,1.41933,3.8412,2.86195,3.15923,2.86477,3.03652,3.09609,1.89218,1.77122,1.47882,0.93031,2.56668,2.31565,2.67183,2.7024,2.49002,2.15734,2.68472,2.54191,2.87317,2.85724,2.78213,2.66918,2.94221,2.79542,3.06331,2.84674,2.71942,2.54541,2.31522,2.66709,2.76635,2.86954,2.72426,2.68225,2.7805,2.56246,2.93188,3.08498,3.05443,3.18777,2.95584,2.94798,1.85732,1.93307,2.6569,2.47956,2.14901,2.16774,2.10627,2.02881,1.78915,1.77467,2.41668,1.99728,2.98403,2.85247
1756317320,2.34866,2.32289,2.5205,2.56838,1.93094,2.73166,2.76636,1.42017,1.47214,2.93432,2.862,2.11545,1.98719,2.09496,2.04311,2.249,2.25041,2.77536,2.58102,2.06965,2.78622,3.12824,2.70468,2.74426,1.53883,1.44329,1.82569,1.31303,2.8949,2.70608,2.83617,2.55628,3.22996,2.80758,2.37572,2.91962,2.93116,2.69353,0.01676,0.13799,2.27611,2.25151,2.12427,2.2779,1.61125,0.92136,1.91427,1.50281,2.78153,2.75506,0.93389,0.96484,2.74034,2.70677,2.7186,3.03226,1.8153,2.08633,1.64168,0.97503,2.10579,2.08534,3.50205,3.19882,3.15069,3.19242,3.10733,3.41263,2.13774,1.6703,0.75278,0.30181,2.25825,1.96612,2.79845,2.39676,2.09469,1.96872,2.90095,2.78758,2.8357,2.88992,3.06177,3.09304,2.82906,2.61269,2.44653,2.48386,2.42379,2.42658,2.7176,2.78193,3.04159,3.03124,2.63217,2.9007,2.85914,2.76186,2.61041,2.59973,2.71263,2.98924,3.10297,3.1388,1.57403,1.5939,1.77173,1.3027,1.98532,1.63766,2.16741,1.95235,1.26458,1.59324,1.61912,1.56369,2.76028,2.88026
1557931441,2.55197,2.44943,2.81074,2.64847,2.56019,2.85753,2.85956,2.07904,2.23543,3.20615,3.01673,2.09068,1.99988,2.2233,2.18692,2.51011,2.51978,3.06268,2.92705,2.63097,2.94723,3.17418,3.25637,3.24513,2.22964,2.17432,2.33312,2.28741,3.51393,3.09628,3.36701,3.1726,3.93498,3.34215,3.36282,3.30866,3.34936,3.40403,0.59441,0.91945,2.51008,2.51752,2.60177,2.42249,2.22953,1.77515,2.12698,2.23743,3.13465,2.93546,1.6037,1.7069,3.19047,3.28821,3.30906,2.83648,2.74007,2.96413,2.31038,1.94933,2.40455,2.31789,4.75716,4.61993,3.89332,3.63287,3.75474,3.58579,2.44994,2.29839,1.43912,0.74026,2.54895,2.32203,2.95209,3.05151,2.18944,2.17553,3.25566,3.03419,3.43963,3.29042,3.21909,3.21105,3.26524,3.13435,3.60536,3.15644,3.37036,3.34555,2.99666,2.94078,3.32093,3.66376,3.36599,3.3465,3.51849,3.46437,3.33083,3.18903,3.3228,3.49322,3.84089,3.48839,2.29897,2.55918,2.78082,2.52774,2.63767,2.62927,2.47781,2.46647,2.17148,2.1472,2.31491,2.0611,3.80993,3.7754
2935809726,2.33303,2.36309,2.57687,2.55784,2.15082,3.69911,4.09617,1.96409,2.03183,2.89669,2.84544,1.85038,1.76887,2.07039,2.05877,2.35268,2.35293,2.82173,2.69293,3.24863,2.84808,2.90434,2.8843,3.03245,1.74919,1.75026,1.79051,1.69859,2.54344,2.64355,2.81895,2.8129,2.83232,2.93588,2.85324,3.06613,3.0871,3.07329,0.23623,0.66974,2.37585,2.38656,2.55136,2.64531,1.85798,1.25526,1.88228,1.52858,2.70686,2.78185,1.32287,1.3517,2.88765,2.84459,2.78063,2.84392,2.27468,2.64428,1.82818,1.33243,2.28947,2.51334,3.32733,3.43092,3.38981,3.11744,3.34893,3.54893,2.31297,1.92705,0.55908,0.19807,2.29936,2.02708,2.99753,2.86028,2.13632,2.05751,2.78736,2.82803,2.83132,2.91177,3.34685,3.40889,2.98289,2.99187,2.70731,2.80589,2.685,2.78527,2.81524,2.84081,2.99159,3.22361,2.94248,3.06141,3.15054,3.00265,2.7379,2.88962,3.07231,3.43335,3.31339,3.34061,1.83209,2.06626,1.97821,1.73799,1.89739,2.1024,2.6078,2.45693,1.703,1.83511,1.99202,2.2741,3.114,3.07914
1852674447,2.35609,2.25397,2.62269,2.43276,1.85216,3.82359,3.60385,1.68292,1.50365,2.82993,2.74859,2.09045,1.84304,2.12315,2.00262,2.26285,2.19317,3.29081,2.65643,2.72311,2.93939,3.17277,2.95681,2.84161,0.4642,0.24366,1.14441,0.75317,2.71685,2.57653,2.65386,2.30599,3.08627,3.05382,1.61016,1.6194,2.90163,2.64279,0.003,0.00314,2.13067,2.03177,0.89764,0.79094,0.79235,0.27365,0.94454,0.3687,2.75658,2.60047,0.32281,0.13214,2.78495,3.03413,2.3167,2.52642,1.59291,1.66895,0.83515,0.52607,1.08512,0.44727,4.49346,3.45737,3.61053,3.21265,2.863,3.2329,1.18243,0.57447,0.44705,0.23169,1.79304,1.44301,1.82936,1.37885,1.48016,1.08566,2.77358,2.72484,3.08864,3.24539,2.53954,2.59108,3.21438,3.00071,2.5407,2.12834,2.30105,2.14083,1.62838,1.25727,2.83383,2.54325,2.71695,2.58757,2.44052,1.91601,2.46293,2.27966,2.80865,2.42051,3.28912,3.09565,1.19118,0.84943,1.36744,1.33883,2.05321,1.64813,1.39412,0.97908,0.64602,0.52236,0.96178,0.60641,2.86358,2.84393
1385105483,2.48211,2.46233,2.64899,2.53761,2.45497,2.80104,3.25514,2.13558,2.15351,2.92022,2.84945,2.219,1.94934,2.21094,2.14205,2.31845,2.44286,3.09618,2.64895,2.73863,2.93525,2.98087,3.07445,2.90649,1.79271,1.56811,1.68213,1.77122,2.75289,2.79784,2.83497,2.90086,3.43757,3.00658,3.22603,3.17427,3.25757,3.28532,0.59676,0.97529,2.53346,2.48525,2.04987,1.99688,1.69817,1.45712,1.95696,1.79776,3.06818,2.94873,1.03375,1.02779,2.98197,2.88399,2.86415,2.76268,2.31073,2.37055,1.8981,1.81531,2.00161,1.93095,4.45911,4.10379,3.44552,3.54239,3.30026,3.33222,2.02296,1.68235,1.25613,0.98113,2.56502,2.49483,2.60122,2.47474,1.83277,1.76011,2.88275,2.8047,3.20773,3.1802,3.30619,3.28277,2.97327,2.8958,3.17877,2.8696,2.47138,2.3609,2.94264,2.86125,3.14749,3.52586,2.7784,2.61708,3.20508,2.63709,4.40333,3.58293,3.16974,3.41375,3.28739,3.18252,1.50048,1.71236,2.63784,2.17642,2.23361,2.16497,2.08608,1.8818,1.84681,1.81724,1.84014,1.5651,3.26551,3.37095
3072223930,2.35588,2.3425,2.53558,2.53032,2.39671,2.30271,2.64949,1.86593,1.73221,2.83792,2.86113,2.22588,2.06515,2.15927,2.11128,2.26226,2.37585,3.40186,2.86424,2.86376,2.8352,2.72259,2.78983,2.68853,1.49795,1.68629,1.47502,1.6658,2.66093,2.41709,2.80471,2.68516,3.01139,2.90378,2.33361,3.09472,3.14699,2.84178,0.44947,0.79486,2.36063,2.43805,1.77376,1.75186,1.52824,1.21456,1.82748,1.51872,2.69471,2.49685,0.85409,0.92868,2.74759,2.68529,2.84646,2.75662,2.54738,2.79318,1.59843,1.71312,1.91211,1.93042,4.75315,2.94235,4.04831,3.52742,3.40493,3.46488,1.92526,1.62015,0.89682,0.69715,2.13879,1.90419,3.17621,2.70721,2.06431,1.71554,2.78024,2.58581,3.1467,3.16939,2.97697,3.18277,2.83915,2.64959,2.75591,2.66649,2.71846,2.80559,2.57996,2.81886,2.9885,3.27878,3.07497,3.12771,2.85044,2.74589,3.36011,3.17488,3.69072,3.89898,3.66782,3.29456,1.50481,1.72032,2.13486,2.49654,2.21585,2.21712,2.15501,1.97208,1.21206,1.39998,1.9223,1.86925,2.89547,2.90046
2034020724,2.33534,2.25276,2.59173,2.4668,1.83625,3.62932,3.90273,1.57537,1.74998,2.87145,2.7497,1.98919,1.76091,2.08409,2.04078,2.21957,2.28052,2.74174,2.33891,2.28366,2.66819,2.75143,2.88866,2.6972,1.4401,1.41181,1.55395,1.44912,2.51026,2.54822,2.66228,2.67455,2.73556,2.66098,2.16502,2.71518,2.56799,2.61907,0.08643,0.3618,2.1764,2.36736,1.92672,1.72697,1.57623,1.20961,1.69174,1.61177,2.52281,2.66276,0.76245,0.84724,2.41945,2.50171,2.44981,2.63673,1.66522,1.91336,1.62005,1.27923,1.67921,1.75253,2.53526,2.42209,2.61989,2.52067,2.58685,3.12952,1.90155,1.9469,0.64616,0.49856,1.94883,1.96823,2.14044,2.63243,1.46929,1.60068,2.48378,2.73879,2.42113,2.52263,2.68349,2.98817,2.75621,2.60411,2.63808,2.65599,1.78264,2.04595,2.21789,2.44316,2.64472,2.94321,2.07161,2.33121,2.70462,2.77929,2.59981,2.5818,2.21239,2.41023,2.7121,2.75476,1.43197,1.87463,1.53768,1.55385,1.29185,1.39507,2.06105,2.29188,0.98956,1.37064,1.34935,1.42599,2.76695,2.72391
1602234257,2.30828,2.33643,2.99382,2.83099,2.37258,2.79077,3.23496,1.94523,2.01576,2.93744,2.83068,1.95395,1.88918,2.14663,2.07475,2.4192,2.4212,2.97414,2.6656,2.79633,2.8895,2.82254,2.89613,2.88927,1.60749,1.58593,1.49954,1.25447,2.65594,2.43385,2.74785,2.71897,2.57314,2.5846,2.3604,2.79217,2.79733,2.68038,0.20428,0.39446,2.32942,2.24447,2.05555,2.10074,1.39607,0.99775,1.66414,1.70359,2.63303,2.68675,0.71342,1.00711,2.67761,2.53992,2.72237,2.7022,1.8734,1.96758,1.54347,1.25112,1.96126,1.95821,2.84376,2.45551,2.65991,2.44631,3.03593,3.07227,1.71784,1.51793,0.74531,0.35167,2.27993,2.03813,1.97259,2.41693,1.47914,1.48153,2.52454,2.46431,2.5642,2.63191,3.25069,3.07437,2.9333,2.8547,2.54383,2.60788,2.25425,2.15688,2.65219,2.65611,2.91168,3.04117,2.43126,2.55896,2.712,2.54833,2.5772,2.73161,2.34244,2.41915,2.79802,2.81967,1.35079,1.43569,1.6014,1.67107,1.79241,1.66185,1.88958,1.84208,1.36508,1.73847,1.15675,1.21109,2.92327,2.94377
995687125,2.5947,2.56155,2.7603,2.8357,2.36261,3.83325,4.22708,1.80439,1.89875,2.97097,3.09325,2.19048,1.98069,2.31668,2.16176,2.42592,2.47627,3.17979,2.81341,2.76754,3.1778,3.16049,3.35791,3.34907,1.5161,1.37535,1.85351,1.65099,2.79278,2.61109,3.24183,3.04982,2.8612,2.54466,2.14194,3.17262,3.28733,3.00971,0.08017,0.3695,2.36614,2.41464,1.84596,1.8115,1.57042,1.06692,1.78052,1.4882,2.84875,2.76572,0.64626,0.79495,2.93722,2.86852,3.13078,3.09417,2.18326,2.38894,1.72356,1.05916,1.97977,1.96129,3.40845,3.40189,3.32367,3.23207,3.26165,3.61554,2.10538,1.94758,0.59765,0.1357,2.10224,1.94065,2.5314,3.08833,1.65952,1.59401,2.77736,2.77012,2.8613,2.7547,2.68663,3.01861,3.09539,3.03496,3.19477,2.98268,2.72643,2.77909,2.38281,2.84733,3.1252,3.74416,3.0159,3.0586,2.86768,2.99624,3.31115,3.24012,2.86135,3.16381,3.25859,3.02207,1.9953,2.22628,1.60943,1.14462,2.05378,1.8276,2.12065,2.2543,1.10226,2.0531,1.71644,1.53504,3.20907,3.18112
4229389759,2.33151,2.37249,2.55448,2.50111,2.50101,2.67751,2.57448,1.87925,2.04144,2.78351,2.84265,2.07655,1.89768,2.1661,2.13851,2.32504,2.29998,2.86725,2.57521,3.06,2.88891,2.74665,2.796,2.77957,1.68665,1.62805,1.74408,1.72023,2.60704,2.43697,2.60465,2.62382,2.60734,2.46995,2.52044,2.68278,2.78927,2.90066,1.04843,1.42254,2.40762,2.39509,1.83659,1.82561,1.36281,1.15348,1.51017,1.67488,2.78804,2.71057,0.93845,1.17429,2.65749,2.56688,2.79716,2.78942,2.56295,2.57872,1.45501,1.17705,1.77343,1.96822,3.53276,3.29648,2.96353,2.75861,3.07357,3.029,1.9458,1.81218,0.34561,0.20152,2.22656,2.13122,2.62864,2.94574,1.80864,1.99151,2.65676,2.59433,2.77778,2.71808,2.99351,3.09115,2.72757,2.60176,2.68778,2.73972,2.66916,2.70402,2.4368,2.6028,2.7676,2.89785,2.74168,2.80022,2.69408,2.60301,3.33516,3.75773,3.24662,3.36623,2.92786,2.91624,1.85361,2.16566,1.54229,1.43418,2.15042,2.16852,2.08818,2.19312,1.58249,1.96122,2.15015,2.33637,2.68014,2.61034
1886825078,2.32928,2.27987,2.58523,2.58709,2.36613,2.38946,2.46756,1.88698,1.98223,2.90185,2.74991,2.00696,1.91202,2.17047,2.09529,2.2042,2.29052,2.57257,2.44239,2.39671,2.70951,2.75986,2.78847,2.8377,2.07951,1.74824,1.47108,1.42787,2.55325,2.53331,2.62868,2.49868,2.92383,2.76073,2.72727,2.8874,2.87243,2.73653,0.45547,0.68588,2.33601,2.44592,2.74762,2.51067,1.33062,1.04066,1.82359,1.59328,2.69795,2.78055,1.3475,1.25457,2.74553,2.71345,2.9378,2.83062,2.02349,1.92025,1.48469,1.26042,2.46802,2.4451,3.29458,2.73606,3.41955,2.91915,3.09944,3.05933,1.8863,1.60095,1.25862,0.87738,2.18835,2.09117,2.43017,2.11617,1.87104,1.59201,2.67323,2.66721,2.82372,2.83453,2.69639,3.05656,2.73838,2.64178,2.65007,2.51054,2.3251,2.16602,2.71449,2.70876,2.85991,2.93845,2.61414,2.41568,2.87655,2.56452,2.852,2.80946,2.83554,2.90476,3.13318,2.98323,1.30682,1.43653,2.06485,1.75496,1.72699,1.73813,2.05603,1.77643,1.43636,1.42066,1.77363,1.47229,2.87396,2.79487
490151209,2.4371,2.44118,2.79007,3.04997,2.33904,2.98829,3.24353,2.069,2.23256,2.97719,2.95487,2.0634,2.06253,2.12276,2.08715,2.52909,2.68774,3.1575,3.37171,2.71633,3.19233,3.1994,3.17092,3.234,1.63087,1.43525,1.22342,1.26467,3.05238,2.99544,3.43611,2.99272,2.98391,3.61338,3.05533,3.26924,3.35368,3.33483,0.17735,0.20193,2.48694,2.4252,2.29259,2.45325,0.96419,0.86561,1.56806,1.67056,3.2583,3.76422,0.94887,0.80837,3.10577,3.01811,3.14292,3.02342,1.97257,2.04436,0.93285,0.85231,2.23303,2.21648,4.12379,3.80059,4.08104,3.43498,3.59852,3.68364,1.55747,1.42051,0.11442,0.16913,2.47973,2.61373,2.66285,2.45333,1.9196,1.76371,2.95414,2.82569,2.93153,3.33815,3.44746,3.38505,3.21135,3.49543,3.05302,2.60054,2.38871,2.60515,3.16849,3.33936,3.3913,3.57801,3.02395,3.07341,2.98579,2.46705,3.01787,2.85816,2.93762,3.08477,3.49681,3.26875,1.5518,1.41616,0.9867,0.81938,1.77804,1.74799,1.94608,1.52962,1.8379,1.56859,1.48634,1.28995,2.79519,3.47977
3091067187,2.34721,2.35772,2.68811,2.36691,2.34965,2.42112,2.54499,2.05427,2.05774,2.92616,2.82986,1.99904,1.8592,2.12975,2.06942,2.26925,2.30728,3.63969,2.99798,3.16731,2.57389,2.72471,2.82287,2.79242,2.25578,2.04456,1.84756,1.70045,2.77561,2.84815,2.73012,2.68897,3.09739,3.03049,3.12009,2.86658,2.76138,2.76915,1.11876,1.50338,2.38169,2.46741,2.24994,2.33426,1.87911,1.70645,2.09207,1.83546,2.98361,2.72214,1.49029,1.61816,2.72893,2.66554,2.65129,2.64792,2.30542,2.46815,1.76475,1.61746,2.08452,2.16731,4.00444,3.21373,3.01043,2.97128,2.98917,3.20801,2.34643,2.14472,0.65232,0.4797,2.52012,2.49726,2.6945,2.79235,2.21758,2.03886,2.5742,2.50066,2.92507,2.91328,2.9439,2.90971,2.73119,2.66862,2.78499,2.55078,2.64417,2.75477,2.62103,2.71743,2.796,3.08246,2.77136,2.92254,2.8795,3.01067,2.59541,3.47798,3.32721,3.30509,3.20337,3.16482,2.07005,2.12563,2.28116,2.44469,2.36239,2.12534,2.28417,2.339,1.91205,2.26076,2.02065,2.1016,2.80456,2.99197
1693438843,2.37253,2.41023,2.65031,2.611,2.19931,4.20942,4.33508,1.8774,1.90588,2.94394,2.83114,1.92549,1.65601,2.13648,2.00341,2.5227,2.56197,3.24748,2.74204,2.77115,3.07616,2.91686,3.10235,3.09263,1.63529,1.51853,1.58073,1.30362,2.91359,2.75708,3.1271,2.89297,3.01698,2.703,2.21412,2.83229,3.15584,2.89422,0.02625,0.16808,2.35561,2.40543,2.04744,1.92973,1.21992,0.93313,1.75463,1.60513,2.97496,2.80373,0.91273,0.87502,3.02231,2.76882,2.88882,3.04626,2.24591,2.49987,1.3445,0.96859,2.21491,2.16756,4.20761,3.60614,3.38306,3.55616,3.20421,3.4435,2.14484,1.77841,0.41813,0.15283,2.05736,1.97336,2.78863,3.02926,1.77838,1.94501,2.7662,2.78004,3.07948,3.06371,2.70974,3.01718,3.15868,2.92645,2.91768,2.77591,2.51387,2.87257,3.1046,2.97503,3.25578,3.49915,3.36616,3.28839,3.24339,3.02171,3.17015,3.3052,3.15208,3.27878,3.57632,3.49896,1.66577,2.05492,1.57818,1.43131,2.07001,1.84172,2.23533,2.03659,1.17808,1.47191,1.98555,1.52357,3.16918,3.03398
127877677,2.27962,2.19305,2.67249,2.46607,2.10834,3.00278,3.18666,1.82394,1.87291,3.13904,3.05426,1.94579,1.94475,2.0887,2.01961,2.33244,2.38883,2.70235,2.60167,2.43727,2.83016,2.81898,2.82008,2.86278,1.60377,1.70092,1.56151,1.74824,2.73205,2.42903,2.76451,2.56275,2.88804,2.9368,2.26063,2.40236,2.74184,2.73291,0.0776,0.30277,2.30591,2.32836,1.87711,1.75634,1.47104,1.30901,1.94571,1.84023,2.63264,2.44782,0.89899,0.938,2.74963,2.82959,2.94038,2.93486,2.02455,2.24817,1.35105,1.19323,2.02065,2.08813,3.40136,2.75542,3.00311,2.6387,3.16551,3.31188,2.17787,2.0189,0.46445,0.18601,2.25463,1.84631,2.64201,2.67539,1.94425,1.94582,2.53745,2.62764,2.83695,2.89991,2.81084,2.85221,2.88943,2.85563,2.58055,2.60605,2.6264,2.60368,2.55363,2.59906,2.75064,3.0146,2.66596,2.67869,2.86115,2.75134,2.49432,2.70927,2.92487,3.04383,3.16722,2.86645,1.95769,2.3645,1.52886,1.55282,1.92492,2.17498,2.2598,2.14301,1.27395,1.51,1.88875,1.84046,2.89964,2.91947
4021315118,2.25346,2.35581,2.82198,2.77272,2.65593,2.64352,2.84516,2.08282,2.08141,2.90357,2.93836,2.00759,1.95696,2.11438,2.09456,2.41182,2.42911,3.45553,2.72722,3.02095,2.95033,2.88061,2.97,2.97736,2.50331,2.34565,1.65459,1.56569,2.82475,2.65741,2.97342,2.767,3.02332,2.76428,3.22351,3.207,2.95621,2.96258,0.41497,0.62064,2.41042,2.4041,1.62916,1.764,1.40276,1.53635,1.87849,1.79003,2.9397,2.69033,1.85705,1.64159,2.83056,2.72656,2.80432,2.71682,2.30626,2.18623,1.74197,1.56793,2.01146,1.6712,3.69047,3.14443,3.14502,2.83619,3.11246,3.20648,2.16737,1.84607,0.66739,0.67969,2.30377,2.09682,3.02147,2.95999,2.70334,2.25995,2.82453,2.57162,2.89001,3.07265,3.2472,3.19315,2.89933,2.69867,3.10501,2.83306,2.49689,2.42732,2.74018,2.91853,3.19316,3.64639,3.10398,3.03095,3.22449,2.84661,2.83263,2.99268,2.9299,3.07974,3.05399,3.11367,1.70661,1.60254,1.85741,1.95824,2.02327,1.91613,2.26542,2.02609,2.24637,2.41235,2.16947,1.79662,3.44698,3.23376
3807569399,2.46994,2.4423,2.593,2.58809,2.3468,2.55489,2.89455,1.83476,1.90528,3.13825,3.05464,2.13073,2.04392,2.19965,2.11507,2.48074,2.58914,3.69162,3.32548,3.21286,2.8467,2.81297,2.81098,2.74284,1.12853,1.24396,1.89781,2.04234,3.44269,2.68717,2.78629,2.78419,3.28674,2.93023,2.64533,2.98729,3.13499,3.10994,0.01424,0.0667,2.39824,2.51917,1.84727,1.68278,1.56451,1.13384,1.76349,1.74844,3.11834,2.73205,0.67084,0.66616,2.78768,2.71937,2.66892,2.66244,1.89885,2.30029,1.82006,1.40731,2.05043,1.90757,5.16061,3.69533,3.71074,3.25391,3.18324,3.51504,2.11291,2.18833,0.37003,0.16057,2.22064,1.98873,2.39188,3.06002,1.71032,1.74792,2.7171,2.75638,3.1394,3.11495,3.03345,3.06769,2.9338,2.86666,2.91156,2.8726,2.64031,2.60972,2.69846,2.93983,2.8923,3.33133,2.90754,2.96457,3.02895,2.96463,3.44247,3.44961,3.0708,3.22194,3.08351,3.23385,2.00643,2.34589,2.18872,1.76547,2.28347,2.16201,2.23338,2.44035,1.27366,1.69838,1.3431,1.79557,3.53121,3.21751
1764595898,2.29364,2.21074,2.56393,2.36254,2.12755,2.26292,2.23494,2.07597,2.12658,2.78906,2.68078,1.69016,1.43623,2.23268,2.04591,2.11263,2.08647,2.93246,2.68424,2.56003,2.99863,3.04282,3.13322,2.98132,1.73243,1.582,1.63111,1.32147,2.77533,2.47421,2.97817,2.64521,2.56357,2.55038,2.64729,2.53079,3.38015,2.95787,0.03071,0.09623,2.33044,2.38782,2.12044,2.33908,1.46215,1.04229,1.92945,1.65121,2.82317,2.77934,1.10898,1.06238,2.82257,2.83966,2.94701,3.05835,2.21358,2.12219,1.35005,1.05659,2.06733,2.0725,3.52172,2.99751,3.07284,2.76684,3.39114,3.51775,1.97633,1.73527,0.27495,0.10787,2.14587,2.09668,2.6159,2.2293,2.01643,1.91143,2.50859,2.56642,2.78747,2.87009,2.77878,2.80561,3.45051,2.88994,2.85369,2.68411,2.67983,2.5909,2.92616,2.97835,3.29363,3.43846,2.99728,2.74199,3.22167,2.84928,3.58038,3.80005,2.77098,2.91342,3.0556,2.87681,1.9355,1.70889,1.3826,1.63686,2.18373,2.10676,2.20411,1.99555,1.18176,1.34732,1.95113,1.47509,3.40935,3.0513
